PathwayID,PathwayName,GeneSymbol
R-HSA-381119,Unfolded Protein Response (UPR),CREB3
R-HSA-381119,Unfolded Protein Response (UPR),CREB3L1
R-HSA-381119,Unfolded Protein Response (UPR),CREB3L2
R-HSA-381119,Unfolded Protein Response (UPR),CREB3L3
R-HSA-381119,Unfolded Protein Response (UPR),CREB3L4
R-HSA-381119,Unfolded Protein Response (UPR),CREB4
R-HSA-381119,Unfolded Protein Response (UPR),CREBH
R-HSA-381119,Unfolded Protein Response (UPR),CREBL1
R-HSA-381119,Unfolded Protein Response (UPR),CREBRF
R-HSA-381119,Unfolded Protein Response (UPR),CRTC
R-HSA-381119,Unfolded Protein Response (UPR),CSL4
R-HSA-381119,Unfolded Protein Response (UPR),CTDSP2
R-HSA-381119,Unfolded Protein Response (UPR),CUL7
R-HSA-381119,Unfolded Protein Response (UPR),CXCL8
R-HSA-381119,Unfolded Protein Response (UPR),CXXC1
R-HSA-381119,Unfolded Protein Response (UPR),DAN
R-HSA-381119,Unfolded Protein Response (UPR),DCP2
R-HSA-381119,Unfolded Protein Response (UPR),DCSTAMP
R-HSA-381119,Unfolded Protein Response (UPR),DCTN1
R-HSA-381119,Unfolded Protein Response (UPR),DDIT3
R-HSA-381119,Unfolded Protein Response (UPR),DDX11
R-HSA-381119,Unfolded Protein Response (UPR),DENTT
R-HSA-381119,Unfolded Protein Response (UPR),DIS3
R-HSA-381119,Unfolded Protein Response (UPR),DNAJB11
R-HSA-381119,Unfolded Protein Response (UPR),DNAJB9
R-HSA-381119,Unfolded Protein Response (UPR),DNAJC3
R-HSA-381119,Unfolded Protein Response (UPR),EDEM
R-HSA-381119,Unfolded Protein Response (UPR),EDEM1
R-HSA-381119,Unfolded Protein Response (UPR),EDJ
R-HSA-381119,Unfolded Protein Response (UPR),EIF2A
R-HSA-381119,Unfolded Protein Response (UPR),EIF2AK3
R-HSA-381119,Unfolded Protein Response (UPR),EIF2B
R-HSA-381119,Unfolded Protein Response (UPR),EIF2G
R-HSA-381119,Unfolded Protein Response (UPR),EIF2S1
R-HSA-381119,Unfolded Protein Response (UPR),EIF2S2
R-HSA-381119,Unfolded Protein Response (UPR),EIF2S3
R-HSA-381119,Unfolded Protein Response (UPR),ERD23
R-HSA-381119,Unfolded Protein Response (UPR),ERJ3
R-HSA-381119,Unfolded Protein Response (UPR),ERN1
R-HSA-381119,Unfolded Protein Response (UPR),ERP5
R-HSA-381119,Unfolded Protein Response (UPR),EXOSC1
R-HSA-381119,Unfolded Protein Response (UPR),EXOSC2
R-HSA-381119,Unfolded Protein Response (UPR),EXOSC3
R-HSA-381119,Unfolded Protein Response (UPR),EXOSC4
R-HSA-381119,Unfolded Protein Response (UPR),EXOSC5
R-HSA-381119,Unfolded Protein Response (UPR),EXOSC6
R-HSA-381119,Unfolded Protein Response (UPR),EXOSC7
R-HSA-381119,Unfolded Protein Response (UPR),EXOSC8
R-HSA-381119,Unfolded Protein Response (UPR),EXOSC9
R-HSA-381119,Unfolded Protein Response (UPR),EXTL
R-HSA-381119,Unfolded Protein Response (UPR),EXTL1
R-HSA-381119,Unfolded Protein Response (UPR),EXTL1L
R-HSA-381119,Unfolded Protein Response (UPR),EXTL2
R-HSA-381119,Unfolded Protein Response (UPR),EXTL3
R-HSA-381119,Unfolded Protein Response (UPR),EXTR1
R-HSA-381119,Unfolded Protein Response (UPR),EXTR2
R-HSA-381119,Unfolded Protein Response (UPR),FKBP14
R-HSA-381119,Unfolded Protein Response (UPR),FKBP22
R-HSA-381119,Unfolded Protein Response (UPR),FUBP2
R-HSA-381119,Unfolded Protein Response (UPR),G13
R-HSA-381119,Unfolded Protein Response (UPR),GADD153
R-HSA-381119,Unfolded Protein Response (UPR),GFAT
R-HSA-381119,Unfolded Protein Response (UPR),GFPT
R-HSA-381119,Unfolded Protein Response (UPR),GFPT1
R-HSA-381119,Unfolded Protein Response (UPR),GIG1
R-HSA-381119,Unfolded Protein Response (UPR),GOSR2
R-HSA-381119,Unfolded Protein Response (UPR),GRP170
R-HSA-381119,Unfolded Protein Response (UPR),GRP78
R-HSA-381119,Unfolded Protein Response (UPR),GRP94
R-HSA-381119,Unfolded Protein Response (UPR),GS27
R-HSA-381119,Unfolded Protein Response (UPR),GSK3A
R-HSA-381119,Unfolded Protein Response (UPR),HAP3
R-HSA-381119,Unfolded Protein Response (UPR),HDGF
R-HSA-381119,Unfolded Protein Response (UPR),HDJ9
R-HSA-381119,Unfolded Protein Response (UPR),HERP
R-HSA-381119,Unfolded Protein Response (UPR),HERPUD1
R-HSA-381119,Unfolded Protein Response (UPR),HMG1L2
R-HSA-381119,Unfolded Protein Response (UPR),HRD1
R-HSA-381119,Unfolded Protein Response (UPR),HRIHFB2216
R-HSA-381119,Unfolded Protein Response (UPR),HSP90B1
R-HSA-381119,Unfolded Protein Response (UPR),HSPA5
R-HSA-381119,Unfolded Protein Response (UPR),HSPC275
R-HSA-381119,Unfolded Protein Response (UPR),HSPC334
R-HSA-381119,Unfolded Protein Response (UPR),HSPC4
R-HSA-381119,Unfolded Protein Response (UPR),HSPH4
R-HSA-381119,Unfolded Protein Response (UPR),HYIF1P
R-HSA-381119,Unfolded Protein Response (UPR),HYOU1
R-HSA-381119,Unfolded Protein Response (UPR),HYST1481
R-HSA-381119,Unfolded Protein Response (UPR),IBP1
R-HSA-381119,Unfolded Protein Response (UPR),IGFBP1
R-HSA-381119,Unfolded Protein Response (UPR),IL8
R-HSA-381119,Unfolded Protein Response (UPR),IRE1
R-HSA-381119,Unfolded Protein Response (UPR),JAL
R-HSA-381119,Unfolded Protein Response (UPR),KDELR3
R-HSA-381119,Unfolded Protein Response (UPR),KHSRP
R-HSA-381119,Unfolded Protein Response (UPR),KIAA0025
R-HSA-381119,Unfolded Protein Response (UPR),KIAA0076
R-HSA-381119,Unfolded Protein Response (UPR),KIAA0091
R-HSA-381119,Unfolded Protein Response (UPR),KIAA0116
R-HSA-381119,Unfolded Protein Response (UPR),KIAA0212
R-HSA-381119,Unfolded Protein Response (UPR),KIAA0218
R-HSA-381119,Unfolded Protein Response (UPR),KIAA0519
R-HSA-381119,Unfolded Protein Response (UPR),KIAA0905
R-HSA-381119,Unfolded Protein Response (UPR),KIAA1008
R-HSA-381119,Unfolded Protein Response (UPR),KIAA1027
R-HSA-381119,Unfolded Protein Response (UPR),KIAA1810
R-HSA-381119,Unfolded Protein Response (UPR),KLHDC3
R-HSA-381119,Unfolded Protein Response (UPR),KRG2
R-HSA-381119,Unfolded Protein Response (UPR),LMN1
R-HSA-381119,Unfolded Protein Response (UPR),LMNA
R-HSA-381119,Unfolded Protein Response (UPR),LZIP
R-HSA-381119,Unfolded Protein Response (UPR),MBTPS1
R-HSA-381119,Unfolded Protein Response (UPR),MBTPS2
R-HSA-381119,Unfolded Protein Response (UPR),MCP1
R-HSA-381119,Unfolded Protein Response (UPR),MDG1
R-HSA-381119,Unfolded Protein Response (UPR),MIF1
R-HSA-381119,Unfolded Protein Response (UPR),MIZ1
R-HSA-381119,Unfolded Protein Response (UPR),MTR3
R-HSA-381119,Unfolded Protein Response (UPR),MYDGF
R-HSA-381119,Unfolded Protein Response (UPR),NFYA
R-HSA-381119,Unfolded Protein Response (UPR),NFYB
R-HSA-381119,Unfolded Protein Response (UPR),NFYC
R-HSA-381119,Unfolded Protein Response (UPR),NIF2
R-HSA-381119,Unfolded Protein Response (UPR),NUDT20
R-HSA-381119,Unfolded Protein Response (UPR),OASIS
R-HSA-381119,Unfolded Protein Response (UPR),OIP2
R-HSA-381119,Unfolded Protein Response (UPR),ORP150
R-HSA-381119,Unfolded Protein Response (UPR),OS4
R-HSA-381119,Unfolded Protein Response (UPR),P5
R-HSA-381119,Unfolded Protein Response (UPR),P58IPK
R-HSA-381119,Unfolded Protein Response (UPR),PARN
R-HSA-381119,Unfolded Protein Response (UPR),PCCX1
R-HSA-381119,Unfolded Protein Response (UPR),PDIA5
R-HSA-381119,Unfolded Protein Response (UPR),PDIA6
R-HSA-381119,Unfolded Protein Response (UPR),PDIR
R-HSA-381119,Unfolded Protein Response (UPR),PEAS
R-HSA-381119,Unfolded Protein Response (UPR),PEK
R-HSA-381119,Unfolded Protein Response (UPR),PERK
R-HSA-381119,Unfolded Protein Response (UPR),PHF18
R-HSA-381119,Unfolded Protein Response (UPR),PLA2G4B
R-HSA-381119,Unfolded Protein Response (UPR),PMSCL1
R-HSA-381119,Unfolded Protein Response (UPR),PP9092
R-HSA-381119,Unfolded Protein Response (UPR),PPP2R5B
R-HSA-381119,Unfolded Protein Response (UPR),PREB
R-HSA-381119,Unfolded Protein Response (UPR),PRKRI
R-HSA-381119,Unfolded Protein Response (UPR),PSEC0121
R-HSA-381119,Unfolded Protein Response (UPR),PSEC0230
R-HSA-381119,Unfolded Protein Response (UPR),PSEC0238
R-HSA-381119,Unfolded Protein Response (UPR),PSEC0262
R-HSA-381119,Unfolded Protein Response (UPR),RAMP4
R-HSA-381119,Unfolded Protein Response (UPR),RRP4
R-HSA-381119,Unfolded Protein Response (UPR),RRP40
R-HSA-381119,Unfolded Protein Response (UPR),RRP41
R-HSA-381119,Unfolded Protein Response (UPR),RRP42
R-HSA-381119,Unfolded Protein Response (UPR),RRP43
R-HSA-381119,Unfolded Protein Response (UPR),RRP44
R-HSA-381119,Unfolded Protein Response (UPR),RRP46
R-HSA-381119,Unfolded Protein Response (UPR),S1P
R-HSA-381119,Unfolded Protein Response (UPR),S2P
R-HSA-381119,Unfolded Protein Response (UPR),SCP2
R-HSA-381119,Unfolded Protein Response (UPR),SCYA2
R-HSA-381119,Unfolded Protein Response (UPR),SEC12
R-HSA-381119,Unfolded Protein Response (UPR),SEC31A
R-HSA-381119,Unfolded Protein Response (UPR),SEC31L1
R-HSA-381119,Unfolded Protein Response (UPR),SERP1
R-HSA-381119,Unfolded Protein Response (UPR),SHC
R-HSA-381119,Unfolded Protein Response (UPR),SHC1
R-HSA-381119,Unfolded Protein Response (UPR),SHCA
R-HSA-381119,Unfolded Protein Response (UPR),SKI1
R-HSA-381119,Unfolded Protein Response (UPR),SKI6
R-HSA-381119,Unfolded Protein Response (UPR),SRPR
R-HSA-381119,Unfolded Protein Response (UPR),SRPRA
R-HSA-381119,Unfolded Protein Response (UPR),SRPRB
R-HSA-381119,Unfolded Protein Response (UPR),SSR1
R-HSA-381119,Unfolded Protein Response (UPR),STM
R-HSA-381119,Unfolded Protein Response (UPR),SULT1A3
R-HSA-381119,Unfolded Protein Response (UPR),SYVN1
R-HSA-381119,Unfolded Protein Response (UPR),TATDN2
R-HSA-381119,Unfolded Protein Response (UPR),TCF5
R-HSA-381119,Unfolded Protein Response (UPR),TLN
R-HSA-381119,Unfolded Protein Response (UPR),TLN1
R-HSA-381119,Unfolded Protein Response (UPR),TM7SF4
R-HSA-381119,Unfolded Protein Response (UPR),TPP1
R-HSA-381119,Unfolded Protein Response (UPR),TRA1
R-HSA-381119,Unfolded Protein Response (UPR),TRAPA
R-HSA-381119,Unfolded Protein Response (UPR),TREB5
R-HSA-381119,Unfolded Protein Response (UPR),TS11
R-HSA-381119,Unfolded Protein Response (UPR),TSPX
R-HSA-381119,Unfolded Protein Response (UPR),TSPYL2
R-HSA-381119,Unfolded Protein Response (UPR),TXNDC7
R-HSA-381119,Unfolded Protein Response (UPR),TXREB
R-HSA-381119,Unfolded Protein Response (UPR),UNQ267/PRO304
R-HSA-381119,Unfolded Protein Response (UPR),UNQ322/PRO381
R-HSA-381119,Unfolded Protein Response (UPR),UNQ537/PRO1080
R-HSA-381119,Unfolded Protein Response (UPR),UNQ743/PRO1471
R-HSA-381119,Unfolded Protein Response (UPR),VLCAD
R-HSA-381119,Unfolded Protein Response (UPR),VPATPD
R-HSA-381119,Unfolded Protein Response (UPR),WFS1
R-HSA-381119,Unfolded Protein Response (UPR),WIPI1
R-HSA-381119,Unfolded Protein Response (UPR),WIPI49
R-HSA-381119,Unfolded Protein Response (UPR),XBP1
R-HSA-381119,Unfolded Protein Response (UPR),XBP2
R-HSA-381119,Unfolded Protein Response (UPR),YIF1
R-HSA-381119,Unfolded Protein Response (UPR),YIF1A
R-HSA-381119,Unfolded Protein Response (UPR),ZBTB17
R-HSA-381119,Unfolded Protein Response (UPR),ZNF151
R-HSA-381119,Unfolded Protein Response (UPR),ZNF60
R-HSA-3858494,Beta-catenin independent WNT signaling,ADRM1
R-HSA-3858494,Beta-catenin independent WNT signaling,ADTAA
R-HSA-3858494,Beta-catenin independent WNT signaling,ADTAB
R-HSA-3858494,Beta-catenin independent WNT signaling,ADTB2
R-HSA-3858494,Beta-catenin independent WNT signaling,AGO1
R-HSA-3858494,Beta-catenin independent WNT signaling,AGO2
R-HSA-3858494,Beta-catenin independent WNT signaling,AGO3
R-HSA-3858494,Beta-catenin independent WNT signaling,AGO4
R-HSA-3858494,Beta-catenin independent WNT signaling,AP17
R-HSA-3858494,Beta-catenin independent WNT signaling,AP2A1
R-HSA-3858494,Beta-catenin independent WNT signaling,AP2A2
R-HSA-3858494,Beta-catenin independent WNT signaling,AP2B1
R-HSA-3858494,Beta-catenin independent WNT signaling,AP2M1
R-HSA-3858494,Beta-catenin independent WNT signaling,AP2S1
R-HSA-3858494,Beta-catenin independent WNT signaling,ARB2
R-HSA-3858494,Beta-catenin independent WNT signaling,ARH12
R-HSA-3858494,Beta-catenin independent WNT signaling,ARHA
R-HSA-3858494,Beta-catenin independent WNT signaling,ARR2
R-HSA-3858494,Beta-catenin independent WNT signaling,ARRB2
R-HSA-3858494,Beta-catenin independent WNT signaling,AXIN2
R-HSA-3858494,Beta-catenin independent WNT signaling,BHLHE39
R-HSA-3858494,Beta-catenin independent WNT signaling,C2orf31
R-HSA-3858494,Beta-catenin independent WNT signaling,C7orf76
R-HSA-3858494,Beta-catenin independent WNT signaling,CAGH26
R-HSA-3858494,Beta-catenin independent WNT signaling,CALM
R-HSA-3858494,Beta-catenin independent WNT signaling,CALM1
R-HSA-3858494,Beta-catenin independent WNT signaling,CALNA
R-HSA-3858494,Beta-catenin independent WNT signaling,CALNA2
R-HSA-3858494,Beta-catenin independent WNT signaling,CALNB
R-HSA-3858494,Beta-catenin independent WNT signaling,CAM
R-HSA-3858494,Beta-catenin independent WNT signaling,CAM1
R-HSA-3858494,Beta-catenin independent WNT signaling,CAMK2A
R-HSA-3858494,Beta-catenin independent WNT signaling,CAMKA
R-HSA-3858494,Beta-catenin independent WNT signaling,CLAPA1
R-HSA-3858494,Beta-catenin independent WNT signaling,CLAPA2
R-HSA-3858494,Beta-catenin independent WNT signaling,CLAPB1
R-HSA-3858494,Beta-catenin independent WNT signaling,CLAPM1
R-HSA-3858494,Beta-catenin independent WNT signaling,CLAPS2
R-HSA-3858494,Beta-catenin independent WNT signaling,CLH17
R-HSA-3858494,Beta-catenin independent WNT signaling,CLTA
R-HSA-3858494,Beta-catenin independent WNT signaling,CLTB
R-HSA-3858494,Beta-catenin independent WNT signaling,CLTC
R-HSA-3858494,Beta-catenin independent WNT signaling,CLTCL2
R-HSA-3858494,Beta-catenin independent WNT signaling,CNA
R-HSA-3858494,Beta-catenin independent WNT signaling,CNA2
R-HSA-3858494,Beta-catenin independent WNT signaling,CNB
R-HSA-3858494,Beta-catenin independent WNT signaling,CRIB1
R-HSA-3858494,Beta-catenin independent WNT signaling,CTNNB
R-HSA-3858494,Beta-catenin independent WNT signaling,CTNNB1
R-HSA-3858494,Beta-catenin independent WNT signaling,DAAM1
R-HSA-3858494,Beta-catenin independent WNT signaling,DSS1
R-HSA-3858494,Beta-catenin independent WNT signaling,DVL1
R-HSA-3858494,Beta-catenin independent WNT signaling,DVL2
R-HSA-3858494,Beta-catenin independent WNT signaling,DVL3
R-HSA-3858494,Beta-catenin independent WNT signaling,EIF2C1
R-HSA-3858494,Beta-catenin independent WNT signaling,EIF2C2
R-HSA-3858494,Beta-catenin independent WNT signaling,EIF2C3
R-HSA-3858494,Beta-catenin independent WNT signaling,EIF2C4
R-HSA-3858494,Beta-catenin independent WNT signaling,FZD1
R-HSA-3858494,Beta-catenin independent WNT signaling,FZD2
R-HSA-3858494,Beta-catenin independent WNT signaling,FZD3
R-HSA-3858494,Beta-catenin independent WNT signaling,FZD4
R-HSA-3858494,Beta-catenin independent WNT signaling,FZD5
R-HSA-3858494,Beta-catenin independent WNT signaling,FZD6
R-HSA-3858494,Beta-catenin independent WNT signaling,FZD7
R-HSA-3858494,Beta-catenin independent WNT signaling,FZD8
R-HSA-3858494,Beta-catenin independent WNT signaling,GNAO1
R-HSA-3858494,Beta-catenin independent WNT signaling,GNAT2
R-HSA-3858494,Beta-catenin independent WNT signaling,GNATC
R-HSA-3858494,Beta-catenin independent WNT signaling,GNB1
R-HSA-3858494,Beta-catenin independent WNT signaling,GNB2
R-HSA-3858494,Beta-catenin independent WNT signaling,GNB3
R-HSA-3858494,Beta-catenin independent WNT signaling,GNB4
R-HSA-3858494,Beta-catenin independent WNT signaling,GNB5
R-HSA-3858494,Beta-catenin independent WNT signaling,GNG10
R-HSA-3858494,Beta-catenin independent WNT signaling,GNG11
R-HSA-3858494,Beta-catenin independent WNT signaling,GNG12
R-HSA-3858494,Beta-catenin independent WNT signaling,GNG13
R-HSA-3858494,Beta-catenin independent WNT signaling,GNG2
R-HSA-3858494,Beta-catenin independent WNT signaling,GNG3
R-HSA-3858494,Beta-catenin independent WNT signaling,GNG4
R-HSA-3858494,Beta-catenin independent WNT signaling,GNG5
R-HSA-3858494,Beta-catenin independent WNT signaling,GNG7
R-HSA-3858494,Beta-catenin independent WNT signaling,GNG8
R-HSA-3858494,Beta-catenin independent WNT signaling,GNG9
R-HSA-3858494,Beta-catenin independent WNT signaling,GNGT1
R-HSA-3858494,Beta-catenin independent WNT signaling,GNGT10
R-HSA-3858494,Beta-catenin independent WNT signaling,GNGT11
R-HSA-3858494,Beta-catenin independent WNT signaling,GNGT2
R-HSA-3858494,Beta-catenin independent WNT signaling,GNGT3
R-HSA-3858494,Beta-catenin independent WNT signaling,GNGT4
R-HSA-3858494,Beta-catenin independent WNT signaling,GNGT5
R-HSA-3858494,Beta-catenin independent WNT signaling,GNGT7
R-HSA-3858494,Beta-catenin independent WNT signaling,GNGT8
R-HSA-3858494,Beta-catenin independent WNT signaling,GNGT9
R-HSA-3858494,Beta-catenin independent WNT signaling,GP110
R-HSA-3858494,Beta-catenin independent WNT signaling,HC2
R-HSA-3858494,Beta-catenin independent WNT signaling,HC3
R-HSA-3858494,Beta-catenin independent WNT signaling,HC8
R-HSA-3858494,Beta-catenin independent WNT signaling,HC9
R-HSA-3858494,Beta-catenin independent WNT signaling,HIP9
R-HSA-3858494,Beta-catenin independent WNT signaling,HSPC
R-HSA-3858494,Beta-catenin independent WNT signaling,HYPJ
R-HSA-3858494,Beta-catenin independent WNT signaling,INSP3R1
R-HSA-3858494,Beta-catenin independent WNT signaling,INT1
R-HSA-3858494,Beta-catenin independent WNT signaling,ITPR1
R-HSA-3858494,Beta-catenin independent WNT signaling,ITPR2
R-HSA-3858494,Beta-catenin independent WNT signaling,ITPR3
R-HSA-3858494,Beta-catenin independent WNT signaling,JTK5A
R-HSA-3858494,Beta-catenin independent WNT signaling,KIAA0034
R-HSA-3858494,Beta-catenin independent WNT signaling,KIAA0107
R-HSA-3858494,Beta-catenin independent WNT signaling,KIAA0109
R-HSA-3858494,Beta-catenin independent WNT signaling,KIAA0147
R-HSA-3858494,Beta-catenin independent WNT signaling,KIAA0208
R-HSA-3858494,Beta-catenin independent WNT signaling,KIAA0581
R-HSA-3858494,Beta-catenin independent WNT signaling,KIAA0666
R-HSA-3858494,Beta-catenin independent WNT signaling,KIAA0899
R-HSA-3858494,Beta-catenin independent WNT signaling,KIAA0968
R-HSA-3858494,Beta-catenin independent WNT signaling,KIAA1093
R-HSA-3858494,Beta-catenin independent WNT signaling,KIAA1215
R-HSA-3858494,Beta-catenin independent WNT signaling,KIAA1460
R-HSA-3858494,Beta-catenin independent WNT signaling,KIAA1567
R-HSA-3858494,Beta-catenin independent WNT signaling,KIAA1582
R-HSA-3858494,Beta-catenin independent WNT signaling,KIAA1625
R-HSA-3858494,Beta-catenin independent WNT signaling,KIAA1631
R-HSA-3858494,Beta-catenin independent WNT signaling,KRAS
R-HSA-3858494,Beta-catenin independent WNT signaling,KRAS2
R-HSA-3858494,Beta-catenin independent WNT signaling,LAK1
R-HSA-3858494,Beta-catenin independent WNT signaling,LAP4
R-HSA-3858494,Beta-catenin independent WNT signaling,LEF1
R-HSA-3858494,Beta-catenin independent WNT signaling,LMPX
R-HSA-3858494,Beta-catenin independent WNT signaling,LMPY
R-HSA-3858494,Beta-catenin independent WNT signaling,MAP3K7
R-HSA-3858494,Beta-catenin independent WNT signaling,MB1
R-HSA-3858494,Beta-catenin independent WNT signaling,MIG5
R-HSA-3858494,Beta-catenin independent WNT signaling,MIP224
R-HSA-3858494,Beta-catenin independent WNT signaling,MIR92b
R-HSA-3858494,Beta-catenin independent WNT signaling,MOV10
R-HSA-3858494,Beta-catenin independent WNT signaling,MOV34L
R-HSA-3858494,Beta-catenin independent WNT signaling,MSS1
R-HSA-3858494,Beta-catenin independent WNT signaling,MYC
R-HSA-3858494,Beta-catenin independent WNT signaling,NFAT2
R-HSA-3858494,Beta-catenin independent WNT signaling,NFATC
R-HSA-3858494,Beta-catenin independent WNT signaling,NFATC1
R-HSA-3858494,Beta-catenin independent WNT signaling,NLK
R-HSA-3858494,Beta-catenin independent WNT signaling,NTRKR1
R-HSA-3858494,Beta-catenin independent WNT signaling,NTRKR2
R-HSA-3858494,Beta-catenin independent WNT signaling,NU
R-HSA-3858494,Beta-catenin independent WNT signaling,OK/SW-cl.35
R-HSA-3858494,Beta-catenin independent WNT signaling,PAR6A
R-HSA-3858494,Beta-catenin independent WNT signaling,PARD6A
R-HSA-3858494,Beta-catenin independent WNT signaling,PDE6A
R-HSA-3858494,Beta-catenin independent WNT signaling,PDE6B
R-HSA-3858494,Beta-catenin independent WNT signaling,PDE6G
R-HSA-3858494,Beta-catenin independent WNT signaling,PDEA
R-HSA-3858494,Beta-catenin independent WNT signaling,PDEB
R-HSA-3858494,Beta-catenin independent WNT signaling,PDEG
R-HSA-3858494,Beta-catenin independent WNT signaling,PFAAP4
R-HSA-3858494,Beta-catenin independent WNT signaling,PFN1
R-HSA-3858494,Beta-catenin independent WNT signaling,PKCA
R-HSA-3858494,Beta-catenin independent WNT signaling,PKCB
R-HSA-3858494,Beta-catenin independent WNT signaling,PKCG
R-HSA-3858494,Beta-catenin independent WNT signaling,PLCB1
R-HSA-3858494,Beta-catenin independent WNT signaling,PLCB2
R-HSA-3858494,Beta-catenin independent WNT signaling,PLCB3
R-HSA-3858494,Beta-catenin independent WNT signaling,POH1
R-HSA-3858494,Beta-catenin independent WNT signaling,PPP3CA
R-HSA-3858494,Beta-catenin independent WNT signaling,PPP3CB
R-HSA-3858494,Beta-catenin independent WNT signaling,PPP3R1
R-HSA-3858494,Beta-catenin independent WNT signaling,PRICKLE1
R-HSA-3858494,Beta-catenin independent WNT signaling,PRKACA
R-HSA-3858494,Beta-catenin independent WNT signaling,PRKCA
R-HSA-3858494,Beta-catenin independent WNT signaling,PRKCB
R-HSA-3858494,Beta-catenin independent WNT signaling,PRKCB1
R-HSA-3858494,Beta-catenin independent WNT signaling,PRKCG
R-HSA-3858494,Beta-catenin independent WNT signaling,PRKG1
R-HSA-3858494,Beta-catenin independent WNT signaling,PRKG1B
R-HSA-3858494,Beta-catenin independent WNT signaling,PRKG2
R-HSA-3858494,Beta-catenin independent WNT signaling,PRKGR1A
R-HSA-3858494,Beta-catenin independent WNT signaling,PRKGR1B
R-HSA-3858494,Beta-catenin independent WNT signaling,PRKGR2
R-HSA-3858494,Beta-catenin independent WNT signaling,PRO2286
R-HSA-3858494,Beta-catenin independent WNT signaling,PROS26
R-HSA-3858494,Beta-catenin independent WNT signaling,PROS27
R-HSA-3858494,Beta-catenin independent WNT signaling,PROS30
R-HSA-3858494,Beta-catenin independent WNT signaling,PSC2
R-HSA-3858494,Beta-catenin independent WNT signaling,PSC3
R-HSA-3858494,Beta-catenin independent WNT signaling,PSC5
R-HSA-3858494,Beta-catenin independent WNT signaling,PSC8
R-HSA-3858494,Beta-catenin independent WNT signaling,PSC9
R-HSA-3858494,Beta-catenin independent WNT signaling,PSMA1
R-HSA-3858494,Beta-catenin independent WNT signaling,PSMA2
R-HSA-3858494,Beta-catenin independent WNT signaling,PSMA3
R-HSA-3858494,Beta-catenin independent WNT signaling,PSMA4
R-HSA-3858494,Beta-catenin independent WNT signaling,PSMA5
R-HSA-3858494,Beta-catenin independent WNT signaling,PSMA6
R-HSA-3858494,Beta-catenin independent WNT signaling,PSMA7
R-HSA-3858494,Beta-catenin independent WNT signaling,PSMB1
R-HSA-3858494,Beta-catenin independent WNT signaling,PSMB2
R-HSA-3858494,Beta-catenin independent WNT signaling,PSMB3
R-HSA-3858494,Beta-catenin independent WNT signaling,PSMB4
R-HSA-3858494,Beta-catenin independent WNT signaling,PSMB5
R-HSA-3858494,Beta-catenin independent WNT signaling,PSMB6
R-HSA-3858494,Beta-catenin independent WNT signaling,PSMB7
R-HSA-3858494,Beta-catenin independent WNT signaling,PSMC1
R-HSA-3858494,Beta-catenin independent WNT signaling,PSMC2
R-HSA-3858494,Beta-catenin independent WNT signaling,PSMC3
R-HSA-3858494,Beta-catenin independent WNT signaling,PSMC4
R-HSA-3858494,Beta-catenin independent WNT signaling,PSMC5
R-HSA-3858494,Beta-catenin independent WNT signaling,PSMC6
R-HSA-3858494,Beta-catenin independent WNT signaling,PSMD1
R-HSA-3858494,Beta-catenin independent WNT signaling,PSMD11
R-HSA-3858494,Beta-catenin independent WNT signaling,PSMD12
R-HSA-3858494,Beta-catenin independent WNT signaling,PSMD13
R-HSA-3858494,Beta-catenin independent WNT signaling,PSMD14
R-HSA-3858494,Beta-catenin independent WNT signaling,PSMD2
R-HSA-3858494,Beta-catenin independent WNT signaling,PSMD3
R-HSA-3858494,Beta-catenin independent WNT signaling,PSMD6
R-HSA-3858494,Beta-catenin independent WNT signaling,PSMD7
R-HSA-3858494,Beta-catenin independent WNT signaling,PSMD8
R-HSA-3858494,Beta-catenin independent WNT signaling,RAC1
R-HSA-3858494,Beta-catenin independent WNT signaling,RAC2
R-HSA-3858494,Beta-catenin independent WNT signaling,RAC3
R-HSA-3858494,Beta-catenin independent WNT signaling,RASK2
R-HSA-3858494,Beta-catenin independent WNT signaling,RHO12
R-HSA-3858494,Beta-catenin independent WNT signaling,RHOA
R-HSA-3858494,Beta-catenin independent WNT signaling,RILP
R-HSA-3858494,Beta-catenin independent WNT signaling,ROR1
R-HSA-3858494,Beta-catenin independent WNT signaling,ROR2
R-HSA-3858494,Beta-catenin independent WNT signaling,RPS27A
R-HSA-3858494,Beta-catenin independent WNT signaling,RYK
R-HSA-3858494,Beta-catenin independent WNT signaling,SCRB1
R-HSA-3858494,Beta-catenin independent WNT signaling,SCRIB
R-HSA-3858494,Beta-catenin independent WNT signaling,SEM1
R-HSA-3858494,Beta-catenin independent WNT signaling,SHFDG1
R-HSA-3858494,Beta-catenin independent WNT signaling,SHFM1
R-HSA-3858494,Beta-catenin independent WNT signaling,SMURF1
R-HSA-3858494,Beta-catenin independent WNT signaling,SMURF2
R-HSA-3858494,Beta-catenin independent WNT signaling,STB1
R-HSA-3858494,Beta-catenin independent WNT signaling,SUG1
R-HSA-3858494,Beta-catenin independent WNT signaling,SUG2
R-HSA-3858494,Beta-catenin independent WNT signaling,TAK1
R-HSA-3858494,Beta-catenin independent WNT signaling,TBP1
R-HSA-3858494,Beta-catenin independent WNT signaling,TBP7
R-HSA-3858494,Beta-catenin independent WNT signaling,TC25
R-HSA-3858494,Beta-catenin independent WNT signaling,TCF1
