PathwayID,PathwayName,GeneSymbol
R-HSA-166520,Signaling by NTRKs,SHC2
R-HSA-166520,Signaling by NTRKs,SHC3
R-HSA-166520,Signaling by NTRKs,SHCA
R-HSA-166520,Signaling by NTRKs,SHCB
R-HSA-166520,Signaling by NTRKs,SHCC
R-HSA-166520,Signaling by NTRKs,SHPTP2
R-HSA-166520,Signaling by NTRKs,SOS1
R-HSA-166520,Signaling by NTRKs,SRC
R-HSA-166520,Signaling by NTRKs,SRC1
R-HSA-166520,Signaling by NTRKs,SRF
R-HSA-166520,Signaling by NTRKs,STAT3
R-HSA-166520,Signaling by NTRKs,TC25
R-HSA-166520,Signaling by NTRKs,TCF12
R-HSA-166520,Signaling by NTRKs,TIAM1
R-HSA-166520,Signaling by NTRKs,TPH
R-HSA-166520,Signaling by NTRKs,TPH1
R-HSA-166520,Signaling by NTRKs,TPRH
R-HSA-166520,Signaling by NTRKs,TRB1
R-HSA-166520,Signaling by NTRKs,TRIB1
R-HSA-166520,Signaling by NTRKs,TRK
R-HSA-166520,Signaling by NTRKs,TRKA
R-HSA-166520,Signaling by NTRKs,TRKB
R-HSA-166520,Signaling by NTRKs,TRKC
R-HSA-166520,Signaling by NTRKs,TRPH
R-HSA-166520,Signaling by NTRKs,VGF
R-HSA-166520,Signaling by NTRKs,VH2
R-HSA-166520,Signaling by NTRKs,VHR
R-HSA-166520,Signaling by NTRKs,VRK3
R-HSA-166520,Signaling by NTRKs,XBR
R-HSA-166520,Signaling by NTRKs,YWHAB
R-HSA-166520,Signaling by NTRKs,ZNF225
R-HSA-166658,Complement cascade,2
R-HSA-166658,Complement cascade,3a
R-HSA-166658,Complement cascade,4
R-HSA-166658,Complement cascade,7a
R-HSA-166658,Complement cascade,AAG4
R-HSA-166658,Complement cascade,ACBP
R-HSA-166658,Complement cascade,APOJ
R-HSA-166658,Complement cascade,AZ3B
R-HSA-166658,Complement cascade,BF
R-HSA-166658,Complement cascade,BFD
R-HSA-166658,Complement cascade,C1IN
R-HSA-166658,Complement cascade,C1NH
R-HSA-166658,Complement cascade,C1QA
R-HSA-166658,Complement cascade,C1QB
R-HSA-166658,Complement cascade,C1QC
R-HSA-166658,Complement cascade,C1QG
R-HSA-166658,Complement cascade,C1R
R-HSA-166658,Complement cascade,C1S
R-HSA-166658,Complement cascade,C2
R-HSA-166658,Complement cascade,C3
R-HSA-166658,Complement cascade,C3AR1
R-HSA-166658,Complement cascade,C3BR
R-HSA-166658,Complement cascade,C3DR
R-HSA-166658,Complement cascade,C3R1
R-HSA-166658,Complement cascade,C4A
R-HSA-166658,Complement cascade,C4B
R-HSA-166658,Complement cascade,C4BP
R-HSA-166658,Complement cascade,C4BPA
R-HSA-166658,Complement cascade,C4BPB
R-HSA-166658,Complement cascade,C4B_2
R-HSA-166658,Complement cascade,C5
R-HSA-166658,Complement cascade,C5AR
R-HSA-166658,Complement cascade,C5AR1
R-HSA-166658,Complement cascade,C5AR2
R-HSA-166658,Complement cascade,C5L2
R-HSA-166658,Complement cascade,C5R1
R-HSA-166658,Complement cascade,C6
R-HSA-166658,Complement cascade,C7
R-HSA-166658,Complement cascade,C8A
R-HSA-166658,Complement cascade,C8B
R-HSA-166658,Complement cascade,C8G
R-HSA-166658,Complement cascade,C9
R-HSA-166658,Complement cascade,CD19
R-HSA-166658,Complement cascade,CD46
R-HSA-166658,Complement cascade,CD55
R-HSA-166658,Complement cascade,CD59
R-HSA-166658,Complement cascade,CD81
R-HSA-166658,Complement cascade,CFB
R-HSA-166658,Complement cascade,CFD
R-HSA-166658,Complement cascade,CFH
R-HSA-166658,Complement cascade,CFHL
R-HSA-166658,Complement cascade,CFHL1
R-HSA-166658,Complement cascade,CFHL1P
R-HSA-166658,Complement cascade,CFHL2
R-HSA-166658,Complement cascade,CFHL3
R-HSA-166658,Complement cascade,CFHL4
R-HSA-166658,Complement cascade,CFHL5
R-HSA-166658,Complement cascade,CFHR1
R-HSA-166658,Complement cascade,CFHR1P
R-HSA-166658,Complement cascade,CFHR2
R-HSA-166658,Complement cascade,CFHR3
R-HSA-166658,Complement cascade,CFHR4
R-HSA-166658,Complement cascade,CFHR5
R-HSA-166658,Complement cascade,CFI
R-HSA-166658,Complement cascade,CFP
R-HSA-166658,Complement cascade,CLI
R-HSA-166658,Complement cascade,CLL1
R-HSA-166658,Complement cascade,CLU
R-HSA-166658,Complement cascade,CO4
R-HSA-166658,Complement cascade,COLEC1
R-HSA-166658,Complement cascade,COLEC10
R-HSA-166658,Complement cascade,COLEC11
R-HSA-166658,Complement cascade,CPAMD1
R-HSA-166658,Complement cascade,CPAMD2
R-HSA-166658,Complement cascade,CPAMD3
R-HSA-166658,Complement cascade,CPAMD4
R-HSA-166658,Complement cascade,CPB2
R-HSA-166658,Complement cascade,CPN1
R-HSA-166658,Complement cascade,CPN2
R-HSA-166658,Complement cascade,CR
R-HSA-166658,Complement cascade,CR1
R-HSA-166658,Complement cascade,CR2
R-HSA-166658,Complement cascade,CRARF
R-HSA-166658,Complement cascade,CRARF1
R-HSA-166658,Complement cascade,CRP
R-HSA-166658,Complement cascade,DAF
R-HSA-166658,Complement cascade,DF
R-HSA-166658,Complement cascade,E
R-HSA-166658,Complement cascade,ELA2
R-HSA-166658,Complement cascade,ELANE
R-HSA-166658,Complement cascade,F2
R-HSA-166658,Complement cascade,FCN1
R-HSA-166658,Complement cascade,FCN2
R-HSA-166658,Complement cascade,FCN3
R-HSA-166658,Complement cascade,FCNH
R-HSA-166658,Complement cascade,FCNL
R-HSA-166658,Complement cascade,FCNM
R-HSA-166658,Complement cascade,FHR1
R-HSA-166658,Complement cascade,FHR2
R-HSA-166658,Complement cascade,FHR3
R-HSA-166658,Complement cascade,FHR4
R-HSA-166658,Complement cascade,FHR5
R-HSA-166658,Complement cascade,GPR77
R-HSA-166658,Complement cascade,GZMM
R-HSA-166658,Complement cascade,HAKA1
R-HSA-166658,Complement cascade,HF
R-HSA-166658,Complement cascade,HF1
R-HSA-166658,Complement cascade,HF2
R-HSA-166658,Complement cascade,HFL1
R-HSA-166658,Complement cascade,HFL2
R-HSA-166658,Complement cascade,HFL3
R-HSA-166658,Complement cascade,HNFAG09
R-HSA-166658,Complement cascade,IF
R-HSA-166658,Complement cascade,IGHG1
R-HSA-166658,Complement cascade,IGHG2
R-HSA-166658,Complement cascade,IGHG3
R-HSA-166658,Complement cascade,IGHG4
R-HSA-166658,Complement cascade,IGHV
R-HSA-166658,Complement cascade,IGHV1-2
R-HSA-166658,Complement cascade,IGHV1-46
R-HSA-166658,Complement cascade,IGHV1-69
R-HSA-166658,Complement cascade,IGHV2-5
R-HSA-166658,Complement cascade,IGHV2-70
R-HSA-166658,Complement cascade,IGHV3-11
R-HSA-166658,Complement cascade,IGHV3-13
R-HSA-166658,Complement cascade,IGHV3-23
R-HSA-166658,Complement cascade,IGHV3-30
R-HSA-166658,Complement cascade,IGHV3-33
R-HSA-166658,Complement cascade,IGHV3-48
R-HSA-166658,Complement cascade,IGHV3-53
R-HSA-166658,Complement cascade,IGHV3-7
R-HSA-166658,Complement cascade,IGHV3-9
R-HSA-166658,Complement cascade,IGHV4-34
R-HSA-166658,Complement cascade,IGHV4-39
R-HSA-166658,Complement cascade,IGHV4-59
R-HSA-166658,Complement cascade,IGHV7-81
R-HSA-166658,Complement cascade,IGKC
R-HSA-166658,Complement cascade,IGKV1-12
R-HSA-166658,Complement cascade,IGKV1-16
R-HSA-166658,Complement cascade,IGKV1-17
R-HSA-166658,Complement cascade,IGKV1-33
R-HSA-166658,Complement cascade,IGKV1-39
R-HSA-166658,Complement cascade,IGKV1-5
R-HSA-166658,Complement cascade,IGKV1D-12
R-HSA-166658,Complement cascade,IGKV1D-16
R-HSA-166658,Complement cascade,IGKV1D-33
R-HSA-166658,Complement cascade,IGKV1D-39
R-HSA-166658,Complement cascade,IGKV2-28
R-HSA-166658,Complement cascade,IGKV2-29
R-HSA-166658,Complement cascade,IGKV2-30
R-HSA-166658,Complement cascade,IGKV2D-28
R-HSA-166658,Complement cascade,IGKV2D-30
R-HSA-166658,Complement cascade,IGKV2D-40
R-HSA-166658,Complement cascade,IGKV3-11
R-HSA-166658,Complement cascade,IGKV3-15
R-HSA-166658,Complement cascade,IGKV3-20
R-HSA-166658,Complement cascade,IGKV3D-20
R-HSA-166658,Complement cascade,IGKV4-1
R-HSA-166658,Complement cascade,IGKV5-2
R-HSA-166658,Complement cascade,IGLC1
R-HSA-166658,Complement cascade,IGLC2
R-HSA-166658,Complement cascade,IGLC3
R-HSA-166658,Complement cascade,IGLC6
R-HSA-166658,Complement cascade,IGLC7
R-HSA-166658,Complement cascade,IGLV
R-HSA-166658,Complement cascade,IGLV1-36
R-HSA-166658,Complement cascade,IGLV1-40
R-HSA-166658,Complement cascade,IGLV1-44
R-HSA-166658,Complement cascade,IGLV1-47
R-HSA-166658,Complement cascade,IGLV1-51
R-HSA-166658,Complement cascade,IGLV10-54
R-HSA-166658,Complement cascade,IGLV11-55
R-HSA-166658,Complement cascade,IGLV2-11
R-HSA-166658,Complement cascade,IGLV2-14
R-HSA-166658,Complement cascade,IGLV2-18
R-HSA-166658,Complement cascade,IGLV2-23
R-HSA-166658,Complement cascade,IGLV2-33
R-HSA-166658,Complement cascade,IGLV2-8
R-HSA-166658,Complement cascade,IGLV3-1
R-HSA-166658,Complement cascade,IGLV3-12
R-HSA-166658,Complement cascade,IGLV3-16
R-HSA-166658,Complement cascade,IGLV3-19
R-HSA-166658,Complement cascade,IGLV3-21
R-HSA-166658,Complement cascade,IGLV3-22
R-HSA-166658,Complement cascade,IGLV3-25
R-HSA-166658,Complement cascade,IGLV3-27
R-HSA-166658,Complement cascade,IGLV4-3
R-HSA-166658,Complement cascade,IGLV4-60
R-HSA-166658,Complement cascade,IGLV4-69
R-HSA-166658,Complement cascade,IGLV5-37
R-HSA-166658,Complement cascade,IGLV5-45
R-HSA-166658,Complement cascade,IGLV6-57
R-HSA-166658,Complement cascade,IGLV7-43
R-HSA-166658,Complement cascade,IGLV7-46
R-HSA-166658,Complement cascade,IGLV8-61
R-HSA-166658,Complement cascade,KUB1
R-HSA-166658,Complement cascade,M
R-HSA-166658,Complement cascade,MASP1
R-HSA-166658,Complement cascade,MASP2
R-HSA-166658,Complement cascade,MBL
R-HSA-166658,Complement cascade,MBL2
R-HSA-166658,Complement cascade,MCP
R-HSA-166658,Complement cascade,MET1
R-HSA-166658,Complement cascade,MIC10
R-HSA-166658,Complement cascade,MIC11
R-HSA-166658,Complement cascade,MIN1
R-HSA-166658,Complement cascade,MIN2
R-HSA-166658,Complement cascade,MIN3
R-HSA-166658,Complement cascade,MSK21
R-HSA-166658,Complement cascade,N
R-HSA-166658,Complement cascade,PFC
R-HSA-166658,Complement cascade,PFD
R-HSA-166658,Complement cascade,PROS
R-HSA-166658,Complement cascade,PROS1
R-HSA-166658,Complement cascade,PRSS5
R-HSA-166658,Complement cascade,PTX1
R-HSA-166658,Complement cascade,S
R-HSA-166658,Complement cascade,SERPING1
R-HSA-166658,Complement cascade,TAPA1
R-HSA-166658,Complement cascade,TSPAN28
R-HSA-166658,Complement cascade,UNQ366/PRO702
R-HSA-166658,Complement cascade,UNQ596/PRO1182
R-HSA-166658,Complement cascade,V1-11
R-HSA-166658,Complement cascade,V1-13
R-HSA-166658,Complement cascade,V1-16
R-HSA-166658,Complement cascade,V1-20
R-HSA-166658,Complement cascade,V1-3
R-HSA-166658,Complement cascade,V1-5
R-HSA-166658,Complement cascade,V1-7
R-HSA-166658,Complement cascade,V1-9
R-HSA-166658,Complement cascade,V2-11
R-HSA-166658,Complement cascade,V2-15
R-HSA-166658,Complement cascade,V2-17
R-HSA-166658,Complement cascade,V2-19
R-HSA-166658,Complement cascade,V2-8
R-HSA-166658,Complement cascade,V3-2
R-HSA-166658,Complement cascade,V3-3
R-HSA-166658,Complement cascade,V3-4
R-HSA-166658,Complement cascade,V4-1
R-HSA-166658,Complement cascade,V4-2
R-HSA-166658,Complement cascade,V4-6
R-HSA-166658,Complement cascade,V5-1
R-HSA-166658,Complement cascade,V5-4
R-HSA-166658,Complement cascade,V5-6
R-HSA-166658,Complement cascade,VTN
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",A4
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",AAMP
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",AD1
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",AIM2
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",API1
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",API2
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",APP
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",ASC
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",BCL2
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",BCL2L
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",BCL2L1
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",BCLX
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",BIRC2
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",BIRC3
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",BLU
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",C1orf7
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",CARD12
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",CARD15
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",CARD4
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",CARD5
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",CARD7
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",CARD9
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",CARDIAK
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",CASP1
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",CASP2
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",CASP4
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",CASP8
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",CASP9
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",CD2BP1
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",CHUK
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",CIAS1
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",CLAN
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",CLAN1
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",CROC1
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",CSBP
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",CSBP1
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",CSBP2
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",CSPB1
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",CYLD
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",CYLD1
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",DEFCAP
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",ERK6
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",FIP3
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",H2
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",HMOX1
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",HO
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",HO1
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",HSP90AB1
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",HSP90B
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",HSPC057
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",HSPC2
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",HSPC3
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",HSPCB
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",ICH1
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",ICH2
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",IKBKB
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",IKBKG
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",IKKA
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",IKKB
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",IL1BC
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",IL1BCE
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",IPAF
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",IRAK
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",IRAK1
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",IRAK2
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",ITCH
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",KIAA0733
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",KIAA0849
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",KIAA0926
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",LYT10
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",MAP2K6
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",MAP3K7
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",MAP3K7IP1
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",MAP3K7IP2
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",MAP3K7IP3
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",MAPK11
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",MAPK12
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",MAPK13
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",MAPK14
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",MCH5
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",MCH6
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",MEF
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",MEFV
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",MEK6
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",MIHB
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",MIHC
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",MKK6
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",MRS1
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",MXI2
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",N
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",NAC
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",NALP1
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",NALP3
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",NEDD2
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",NEMO
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",NFKB1
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",NFKB2
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",NFKB3
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",NLRC4
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",NLRP1
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",NLRP3
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",NOD1
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",NOD2
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",OTUD7C
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",P/OKcl.19
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",P2RX7
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",PANX1
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",PRKM11
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",PRKM13
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",PRKMK6
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",PSTPIP1
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",PYCARD
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",PYPAF1
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",RELA
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",RICK
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",RIP2
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",RIPK2
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",RNF48
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",RNF49
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",RNF85
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",RPS27A
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",SAPK2
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",SAPK2A
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",SAPK2B
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",SAPK3
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",SAPK4
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",SKK3
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",STM1959
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",STM2771
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",STM2872
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",SUGT1
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",TAB1
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",TAB2
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",TAB3
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",TAK1
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",TCF16
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",TMS1
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",TNFAIP3
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",TRAF6
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",TRDX
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",TRIM20
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",TRX
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",TRX1
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",TXN
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",TXNIP
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",UBA52
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",UBA80
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",UBB
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",UBC
