PathwayID,PathwayName,Layer
R-HSA-111995,phospho-PLA2 pathway,8
R-HSA-167158,Formation of the HIV-1 Early Elongation Complex,8
R-HSA-167242,Abortive elongation of HIV-1 transcript in the absence of Tat,8
R-HSA-167246,Tat-mediated elongation of the HIV-1 transcript,8
R-HSA-174490,Membrane binding and targetting of GAG proteins,8
R-HSA-9833576,CDH11 homotypic and heterotypic interactions,8
