PathwayID,PathwayName,Layer
R-HSA-9705677,SARS-CoV-2 targets PDZ proteins in cell-cell junction,6
R-HSA-9727281,Translation of Accessory Proteins,6
R-HSA-9733458,Induction of Cell-Cell Fusion,6
R-HSA-9735869,SARS-CoV-1 modulates host translation machinery,6
R-HSA-9735871,SARS-CoV-1 targets host intracellular signalling and regulatory pathways,6
R-HSA-975144,IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation,6
R-HSA-975163,IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation,6
R-HSA-9754560,SARS-CoV-2 modulates autophagy,6
R-HSA-9754678,SARS-CoV-2 modulates host translation machinery,6
R-HSA-9755779,SARS-CoV-2 targets host intracellular signalling and regulatory pathways,6
R-HSA-9759475,Regulation of CDH11 Expression and Function,6
R-HSA-9764302,Regulation of CDH19 Expression and Function,6
R-HSA-997272,Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits,6
