PathwayID,PathwayName,Layer
R-HSA-5619088,"Defective SLC39A4 causes acrodermatitis enteropathica, zinc-deficiency type (AEZ)",3
R-HSA-5619089,Defective SLC6A5 causes hyperekplexia 3 (HKPX3),3
R-HSA-5619092,"Defective SLC9A6 causes  X-linked, syndromic mental retardation,, Christianson type (MRXSCH)",3
R-HSA-5619094,Variant SLC6A14 may confer susceptibility towards obesity,3
R-HSA-5619095,"Defective SLCO2A1 causes primary, autosomal recessive hypertrophic osteoarthropathy 2 (PHOAR2)",3
R-HSA-5619096,Defective SLC5A5 causes thyroid dyshormonogenesis 1 (TDH1),3
R-HSA-5619097,Defective SLC34A3 causes Hereditary hypophosphatemic rickets with hypercalciuria (HHRH),3
R-HSA-5619098,Defective SLC2A2 causes Fanconi-Bickel syndrome (FBS),3
R-HSA-5619099,"Defective AVP does not bind AVPR1A,B and causes neurohypophyseal diabetes insipidus (NDI)",3
R-HSA-5619101,Variant SLC6A20 contributes towards hyperglycinuria (HG) and iminoglycinuria (IG),3
R-HSA-5619104,Defective SLC12A1 causes Bartter syndrome 1 (BS1),3
R-HSA-5619107,Defective TPR may confer susceptibility towards thyroid papillary carcinoma (TPC),3
R-HSA-5619108,Defective SLC27A4 causes ichthyosis prematurity syndrome (IPS),3
R-HSA-5619109,Defective SLC6A2 causes orthostatic intolerance (OI),3
R-HSA-5619110,"Defective SLCO1B1 causes hyperbilirubinemia, Rotor type (HBLRR)",3
R-HSA-5619111,Defective SLC20A2 causes idiopathic basal ganglia calcification 1 (IBGC1),3
R-HSA-5619113,Defective SLC3A1 causes cystinuria (CSNU),3
R-HSA-5619114,Defective SLC5A7 causes distal hereditary motor neuronopathy 7A (HMN7A),3
R-HSA-5620916,VxPx cargo-targeting to cilium,3
R-HSA-5620922,BBSome-mediated cargo-targeting to cilium,3
R-HSA-5621480,Dectin-2 family,3
R-HSA-5621575,CD209 (DC-SIGN) signaling,3
R-HSA-5624138,Trafficking of myristoylated proteins to the cilium,3
R-HSA-5624958,ARL13B-mediated ciliary trafficking of INPP5E,3
R-HSA-5626978,TNFR1-mediated ceramide production,3
R-HSA-5632681,Ligand-receptor interactions,3
R-HSA-5632927,Defective Mismatch Repair Associated With MSH3,3
R-HSA-5632928,Defective Mismatch Repair Associated With MSH2,3
R-HSA-5632968,Defective Mismatch Repair Associated With MSH6,3
R-HSA-5632987,Defective Mismatch Repair Associated With PMS2,3
R-HSA-5635838,Activation of SMO,3
R-HSA-5635851,GLI proteins bind promoters of Hh responsive genes to promote transcription,3
R-HSA-5637812,Signaling by EGFRvIII in Cancer,3
R-HSA-5637815,Signaling by Ligand-Responsive EGFR Variants in Cancer,3
R-HSA-5638302,Signaling by Overexpressed Wild-Type EGFR in Cancer,3
R-HSA-5649702,APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway,3
R-HSA-5652227,Fructose biosynthesis,3
R-HSA-5654736,Signaling by FGFR1,3
R-HSA-5654738,Signaling by FGFR2,3
R-HSA-5654741,Signaling by FGFR3,3
R-HSA-5654743,Signaling by FGFR4,3
R-HSA-5655253,Signaling by FGFR2 in disease,3
R-HSA-5655291,Signaling by FGFR4 in disease,3
R-HSA-5655302,Signaling by FGFR1 in disease,3
R-HSA-5655332,Signaling by FGFR3 in disease,3
R-HSA-5655799,Defective SLC40A1 causes hemochromatosis 4 (HFE4) (duodenum),3
R-HSA-5655862,Translesion synthesis by POLK,3
R-HSA-5656121,Translesion synthesis by POLI,3
R-HSA-5656169,Termination of translesion DNA synthesis,3
R-HSA-5656364,Defective SLC5A1 causes congenital glucose/galactose malabsorption (GGM),3
R-HSA-5657560,Hereditary fructose intolerance,3
R-HSA-5657562,Essential fructosuria,3
R-HSA-5658034,HHAT G278V doesn't palmitoylate Hh-Np,3
R-HSA-5658208,Defective SLC5A2 causes renal glucosuria (GLYS1),3
R-HSA-5658471,Defective SLC5A7 causes distal hereditary motor neuronopathy 7A (HMN7A),3
R-HSA-5659729,Defective SLC6A18 may confer susceptibility to iminoglycinuria and/or hyperglycinuria,3
R-HSA-5659735,Defective SLC6A19 causes Hartnup disorder (HND),3
R-HSA-5659898,Intestinal saccharidase deficiencies,3
R-HSA-5660686,Variant SLC6A20 contributes towards hyperglycinuria (HG) and iminoglycinuria (IG),3
R-HSA-5660724,Defective SLC6A3 causes Parkinsonism-dystonia infantile (PKDYS),3
R-HSA-5660862,Defective SLC7A7 causes lysinuric protein intolerance (LPI),3
R-HSA-5660883,Defective SLC7A9 causes cystinuria (CSNU),3
R-HSA-5662853,Essential pentosuria,3
R-HSA-5663020,Defective SLC35A1 causes congenital disorder of glycosylation 2F (CDG2F),3
R-HSA-5669034,TNFs bind their physiological receptors,3
R-HSA-5673001,RAF/MAP kinase cascade,3
R-HSA-5674400,Constitutive Signaling by AKT1 E17K in Cancer,3
R-HSA-5674404,PTEN Loss of Function in Cancer,3
R-HSA-5675482,Regulation of necroptotic cell death,3
R-HSA-5676590,NIK-->noncanonical NF-kB signaling,3
R-HSA-5676594,TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway,3
R-HSA-5678420,"Defective ABCC9 causes CMD10, ATFB12 and Cantu syndrome",3
R-HSA-5678520,Defective ABCB11 causes PFIC2 and BRIC2,3
R-HSA-5678771,"Defective ABCB4 causes PFIC3, ICP3 and GBD1",3
R-HSA-5678895,Defective CFTR causes cystic fibrosis,3
R-HSA-5679001,Defective ABCC2 causes DJS,3
R-HSA-5679090,Defective ABCG8 causes GBD4 and sitosterolemia,3
R-HSA-5679096,Defective ABCG5 causes sitosterolemia,3
R-HSA-5682113,Defective ABCA1 causes TGD,3
R-HSA-5682294,Defective ABCA12 causes ARCI4B,3
R-HSA-5683177,Defective ABCC8 can cause hypo- and hyper-glycemias,3
R-HSA-5683329,Defective ABCD4 causes MAHCJ,3
R-HSA-5683371,Defective ABCB6 causes MCOPCB7,3
R-HSA-5683678,Defective ABCA3 causes SMDP3,3
R-HSA-5684045,Defective ABCD1 causes ALD,3
R-HSA-5685939,HDR through MMEJ (alt-NHEJ),3
R-HSA-5686938,Regulation of TLR by endogenous ligand,3
R-HSA-5687583,Defective SLC34A2 causes PALM,3
R-HSA-5687868,Defective SFTPA2 causes IPF,3
R-HSA-5688031,Defective pro-SFTPB causes SMDP1 and RDS,3
R-HSA-5688354,Defective pro-SFTPC causes SMDP2 and RDS,3
R-HSA-5688399,Defective ABCA3 causes SMDP3,3
R-HSA-5688849,Defective CSF2RB causes SMDP5,3
R-HSA-5688890,Defective CSF2RA causes SMDP4,3
R-HSA-5689603,UCH proteinases,3
R-HSA-5689877,Josephin domain DUBs,3
R-HSA-5689880,Ub-specific processing proteases,3
R-HSA-5689896,Ovarian tumor domain proteases,3
R-HSA-5689901,Metalloprotease DUBs,3
R-HSA-5690338,Defective ABCC6 causes PXE,3
R-HSA-5690714,CD22 mediated BCR regulation,3
R-HSA-5693548,Sensing of DNA Double Strand Breaks,3
R-HSA-5693565,Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks,3
R-HSA-5693567,HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA),3
R-HSA-5694530,Cargo concentration in the ER,3
R-HSA-5696394,DNA Damage Recognition in GG-NER,3
R-HSA-5696395,Formation of Incision Complex in GG-NER,3
R-HSA-5696397,Gap-filling DNA repair synthesis and ligation in GG-NER,3
R-HSA-5696400,Dual Incision in GG-NER,3
R-HSA-606279,Deposition of new CENPA-containing nucleosomes at the centromere,3
R-HSA-611105,Respiratory electron transport,3
R-HSA-622312,Inflammasomes,3
R-HSA-6781823,Formation of TC-NER Pre-Incision Complex,3
R-HSA-6782135,Dual incision in TC-NER,3
R-HSA-6782210,Gap-filling DNA repair synthesis and ligation in TC-NER,3
R-HSA-6782861,Synthesis of wybutosine at G37 of tRNA(Phe),3
R-HSA-6783589,Interleukin-6 family signaling,3
R-HSA-6783783,Interleukin-10 signaling,3
R-HSA-6783984,Glycine degradation,3
R-HSA-6785631,ERBB2 Regulates Cell Motility,3
R-HSA-6785807,Interleukin-4 and Interleukin-13 signaling,3
R-HSA-6790901,rRNA modification in the nucleus and cytosol,3
R-HSA-6791226,Major pathway of rRNA processing in the nucleolus and cytosol,3
R-HSA-6791465,Pentose phosphate pathway disease,3
R-HSA-6793080,rRNA modification in the mitochondrion,3
R-HSA-6799990,Metal sequestration by antimicrobial proteins,3
R-HSA-6802946,Signaling by moderate kinase activity BRAF mutants,3
R-HSA-6802948,Signaling by high-kinase activity BRAF mutants,3
R-HSA-6802949,Signaling by RAS mutants,3
R-HSA-6802952,Signaling by BRAF and RAF1 fusions,3
R-HSA-6802953,RAS signaling downstream of NF1 loss-of-function variants,3
R-HSA-6802955,Paradoxical activation of RAF signaling by kinase inactive BRAF,3
R-HSA-6803544,Ion influx/efflux at host-pathogen interface,3
R-HSA-6806664,Metabolism of vitamin K,3
R-HSA-6806942,MET Receptor Activation,3
R-HSA-6807004,Negative regulation of MET activity,3
R-HSA-6807070,PTEN Regulation,3
R-HSA-6807878,COPI-mediated anterograde transport,3
R-HSA-6809583,Retinoid metabolism disease events,3
R-HSA-6811438,Intra-Golgi traffic,3
R-HSA-6811440,Retrograde transport at the Trans-Golgi-Network,3
R-HSA-6814122,Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding,3
R-HSA-68616,Assembly of the ORC complex at the origin of replication,3
R-HSA-68689,CDC6 association with the ORC:origin complex,3
R-HSA-68875,Mitotic Prophase,3
R-HSA-68877,Mitotic Prometaphase,3
R-HSA-68884,Mitotic Telophase/Cytokinesis,3
R-HSA-68911,G2 Phase,3
R-HSA-68949,Orc1 removal from chromatin,3
R-HSA-69017,CDK-mediated phosphorylation and removal of Cdc6,3
R-HSA-69109,Leading Strand Synthesis,3
R-HSA-69186,Lagging Strand Synthesis,3
R-HSA-69206,G1/S Transition,3
R-HSA-69236,G1 Phase,3
R-HSA-69275,G2/M Transition,3
R-HSA-69473,G2/M DNA damage checkpoint,3
R-HSA-69478,G2/M DNA replication checkpoint,3
R-HSA-69580,p53-Dependent G1/S DNA damage checkpoint,3
R-HSA-69613,p53-Independent G1/S DNA damage checkpoint,3
R-HSA-69656,Cyclin A:Cdk2-associated events at S phase entry,3
R-HSA-70171,Glycolysis,3
R-HSA-70221,Glycogen breakdown (glycogenolysis),3
R-HSA-70263,Gluconeogenesis,3
R-HSA-70268,Pyruvate metabolism,3
R-HSA-70350,Fructose catabolism,3
R-HSA-71384,Ethanol oxidation,3
R-HSA-71403,Citric acid cycle (TCA cycle),3
R-HSA-72163,mRNA Splicing - Major Pathway,3
R-HSA-72165,mRNA Splicing - Minor Pathway,3
R-HSA-72737,Cap-dependent Translation Initiation,3
R-HSA-727802,Transport of nucleotide sugars,3
R-HSA-73614,Pyrimidine salvage,3
R-HSA-73621,Pyrimidine catabolism,3
R-HSA-73728,RNA Polymerase I Promoter Opening,3
R-HSA-73762,RNA Polymerase I Transcription Initiation,3
R-HSA-73772,RNA Polymerase I Promoter Escape,3
R-HSA-73776,RNA Polymerase II Promoter Escape,3
R-HSA-73817,Purine ribonucleoside monophosphate biosynthesis,3
R-HSA-73843,5-Phosphoribose 1-diphosphate biosynthesis,3
R-HSA-73927,Depurination,3
R-HSA-73928,Depyrimidination,3
R-HSA-74217,Purine salvage,3
R-HSA-74259,Purine catabolism,3
R-HSA-74751,Insulin receptor signalling cascade,3
R-HSA-75094,Formation of the Editosome,3
R-HSA-75102,C6 deamination of adenosine,3
R-HSA-75105,Fatty acyl-CoA biosynthesis,3
R-HSA-75108,"Activation, myristolyation of BID and translocation to mitochondria",3
R-HSA-75109,Triglyceride biosynthesis,3
R-HSA-75815,Ubiquitin-dependent degradation of Cyclin D,3
R-HSA-75896,Plasmalogen biosynthesis,3
R-HSA-75953,RNA Polymerase II Transcription Initiation,3
R-HSA-76061,RNA Polymerase III Transcription Initiation From Type 1 Promoter,3
R-HSA-76066,RNA Polymerase III Transcription Initiation From Type 2 Promoter,3
R-HSA-76071,RNA Polymerase III Transcription Initiation From Type 3 Promoter,3
R-HSA-77042,Formation of editosomes by ADAR proteins,3
R-HSA-77108,Utilization of Ketone Bodies,3
R-HSA-77111,Synthesis of Ketone Bodies,3
R-HSA-77289,Mitochondrial Fatty Acid Beta-Oxidation,3
R-HSA-77387,Insulin receptor recycling,3
R-HSA-804914,Transport of fatty acids,3
R-HSA-83936,Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane,3
R-HSA-877300,Interferon gamma signaling,3
R-HSA-879518,Transport of organic anions,3
R-HSA-880009,Interconversion of 2-oxoglutarate and 2-hydroxyglutarate,3
R-HSA-8847993,ERBB2 Activates PTK6 Signaling,3
R-HSA-8849468,PTK6 Regulates Proteins Involved in RNA Processing,3
R-HSA-8849469,PTK6 Regulates RTKs and Their Effectors AKT1 and DOK1,3
R-HSA-8849470,PTK6 Regulates Cell Cycle,3
R-HSA-8849471,"PTK6 Regulates RHO GTPases, RAS GTPase and MAP kinases",3
R-HSA-8849472,PTK6 Down-Regulation,3
R-HSA-8849473,PTK6 Expression,3
R-HSA-8849474,PTK6 Activates STAT3,3
R-HSA-8850843,Phosphate bond hydrolysis by NTPDase proteins,3
R-HSA-8851805,MET activates RAS signaling,3
R-HSA-8851907,MET activates PI3K/AKT signaling,3
R-HSA-8853659,RET signaling,3
R-HSA-8853884,Transcriptional Regulation by VENTX,3
R-HSA-8854214,TBC/RABGAPs,3
R-HSA-8854691,Interleukin-20 family signaling,3
R-HSA-8856688,Golgi-to-ER retrograde transport,3
R-HSA-8856825,Cargo recognition for clathrin-mediated endocytosis,3
R-HSA-8857538,PTK6 promotes HIF1A stabilization,3
R-HSA-8863678,Neurodegenerative Diseases,3
R-HSA-8863795,Downregulation of ERBB2 signaling,3
R-HSA-8864260,Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors,3
R-HSA-8865999,MET activates PTPN11,3
R-HSA-8866376,Reelin signalling pathway,3
R-HSA-8866423,VLDL assembly,3
R-HSA-8866427,VLDLR internalisation and degradation,3
R-HSA-8866652,Synthesis of active ubiquitin: roles of E1 and E2 enzymes,3
R-HSA-8866654,E3 ubiquitin ligases ubiquitinate target proteins,3
R-HSA-8874177,ATF6B (ATF6-beta) activates chaperones,3
R-HSA-8874211,CREB3 factors activate genes,3
R-HSA-8875656,MET receptor recycling,3
R-HSA-8875791,MET activates STAT3,3
R-HSA-8875878,MET promotes cell motility,3
R-HSA-8876198,RAB GEFs exchange GTP for GDP on RABs,3
R-HSA-8876384,Listeria monocytogenes entry into host cells,3
R-HSA-8877627,Vitamin E,3
R-HSA-8878159,Transcriptional regulation by RUNX3,3
R-HSA-8878166,Transcriptional regulation by RUNX2,3
R-HSA-8878171,Transcriptional regulation by RUNX1,3
R-HSA-888590,"GABA synthesis, release, reuptake and degradation",3
R-HSA-8937144,Aryl hydrocarbon receptor signalling,3
R-HSA-8941413,Events associated with phagocytolytic activity of PMN cells,3
R-HSA-8948216,Collagen chain trimerization,3
R-HSA-8953750,Transcriptional Regulation by E2F6,3
R-HSA-8963684,Tyrosine catabolism,3
R-HSA-8963888,Chylomicron assembly,3
R-HSA-8963889,Assembly of active LPL and LIPC lipase complexes,3
R-HSA-8963896,HDL assembly,3
R-HSA-8963901,Chylomicron remodeling,3
R-HSA-8964011,HDL clearance,3
R-HSA-8964026,Chylomicron clearance,3
R-HSA-8964038,LDL clearance,3
R-HSA-8964041,LDL remodeling,3
R-HSA-8964046,VLDL clearance,3
R-HSA-8964058,HDL remodeling,3
R-HSA-8964208,Phenylalanine metabolism,3
R-HSA-8986944,Transcriptional Regulation by MECP2,3
R-HSA-9005895,Pervasive developmental disorders,3
R-HSA-9006115,Signaling by NTRK2 (TRKB),3
R-HSA-9006821,Alternative Lengthening of Telomeres (ALT),3
R-HSA-9009391,Extra-nuclear estrogen signaling,3
R-HSA-9012999,RHO GTPase cycle,3
R-HSA-9013419,RHOT2 GTPase cycle,3
R-HSA-9013425,RHOT1 GTPase cycle,3
R-HSA-9013507,NOTCH3 Activation and Transmission of Signal to the Nucleus,3
R-HSA-9013508,NOTCH3 Intracellular Domain Regulates Transcription,3
R-HSA-9013695,NOTCH4 Intracellular Domain Regulates Transcription,3
R-HSA-9013700,NOTCH4 Activation and Transmission of Signal to the Nucleus,3
R-HSA-9018519,Estrogen-dependent gene expression,3
R-HSA-9018677,Biosynthesis of DHA-derived SPMs,3
R-HSA-9018679,Biosynthesis of EPA-derived SPMs,3
R-HSA-9018683,Biosynthesis of DPA-derived SPMs,3
R-HSA-9027604,Biosynthesis of electrophilic ω-3 PUFA oxo-derivatives,3
R-HSA-9029558,NR1H2 & NR1H3 regulate gene expression linked to lipogenesis,3
R-HSA-9029569,NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux,3
R-HSA-9031525,NR1H2 & NR1H3 regulate gene expression to limit cholesterol uptake ,3
R-HSA-9031528,NR1H2 & NR1H3 regulate gene expression linked to triglyceride lipolysis in adipose,3
R-HSA-9033807,ABO blood group biosynthesis,3
R-HSA-9034015,Signaling by NTRK3 (TRKC),3
R-HSA-9035968,Defective GGT1 in aflatoxin detoxification causes GLUTH,3
R-HSA-9036092,Defective AVP does not bind AVPR2 and causes neurohypophyseal diabetes insipidus (NDI),3
R-HSA-9036866,Expression and Processing of Neurotrophins,3
R-HSA-9037628,Rhesus blood group biosynthesis,3
R-HSA-9037629,Lewis blood group biosynthesis,3
R-HSA-909733,Interferon alpha/beta signaling,3
R-HSA-913709,O-linked glycosylation of mucins,3
R-HSA-918233,TRAF3-dependent IRF activation pathway,3
R-HSA-933541,TRAF6 mediated IRF7 activation,3
R-HSA-933542,TRAF6 mediated NF-kB activation,3
R-HSA-933543,NF-kB activation through FADD/RIP-1 pathway mediated by caspase-8 and -10,3
R-HSA-936440,Negative regulators of DDX58/IFIH1 signaling,3
R-HSA-947581,Molybdenum cofactor biosynthesis,3
R-HSA-948021,Transport to the Golgi and subsequent modification,3
R-HSA-9604323,Negative regulation of NOTCH4 signaling,3
R-HSA-9605310,Defective Base Excision Repair Associated with MUTYH,3
R-HSA-9609646,HCMV Infection,3
R-HSA-9613354,Lipophagy,3
R-HSA-9614085,FOXO-mediated transcription,3
R-HSA-9616333,Defective Base Excision Repair Associated with NTHL1,3
R-HSA-9616334,Defective Base Excision Repair Associated with NEIL1,3
R-HSA-9623433,NR1H2 & NR1H3 regulate gene expression to control bile acid homeostasis,3
R-HSA-9629232,Defective Base Excision Repair Associated with NEIL3,3
R-HSA-9629569,Protein hydroxylation,3
R-HSA-9630750,Evasion of Oncogene Induced Senescence Due to p16INK4A Defects,3
R-HSA-9632693,Evasion of Oxidative Stress Induced Senescence Due to p16INK4A Defects,3
R-HSA-9632974,NR1H2 & NR1H3 regulate gene expression linked to gluconeogenesis ,3
R-HSA-9633012,Response of EIF2AK4 (GCN2) to amino acid deficiency,3
R-HSA-9634285,Constitutive Signaling by Overexpressed ERBB2,3
R-HSA-9634815,Transcriptional Regulation by NPAS4,3
R-HSA-9635486,Infection with Mycobacterium tuberculosis,3
R-HSA-9636003,NEIL3-mediated resolution of ICLs,3
R-HSA-9639288,Amino acids regulate mTORC1,3
R-HSA-9640463,Wax biosynthesis,3
R-HSA-9645135,STAT5 Activation,3
R-HSA-9645722,Defective Intrinsic Pathway for Apoptosis Due to p14ARF Loss of Function,3
R-HSA-9646303,Evasion of Oncogene Induced Senescence Due to p14ARF Defects,3
R-HSA-9646304,Evasion of Oxidative Stress Induced Senescence Due to p14ARF Defects,3
R-HSA-9646399,Aggrephagy,3
R-HSA-964975,Vitamin B6 activation to pyridoxal phosphate,3
R-HSA-9652169,Signaling by MAP2K mutants,3
R-HSA-9652282,Drug-mediated inhibition of ERBB2 signaling,3
R-HSA-9652817,Signaling by MAPK mutants,3
R-HSA-9656223,Signaling by RAF1 mutants,3
R-HSA-9656249,Defective Base Excision Repair Associated with OGG1,3
R-HSA-9657688,Defective factor XII causes hereditary angioedema,3
R-HSA-9657689,Defective SERPING1 causes hereditary angioedema,3
R-HSA-9658195,Leishmania infection,3
R-HSA-9659787,Aberrant regulation of mitotic G1/S transition in cancer due to RB1 defects,3
R-HSA-9660537,Signaling by MRAS-complex mutants,3
R-HSA-9662001,Defective factor VIII causes hemophilia A,3
R-HSA-9663199,Defective DNA double strand break response due to BRCA1 loss of function,3
R-HSA-9664565,Signaling by ERBB2 KD Mutants,3
R-HSA-9664873,Pexophagy,3
R-HSA-9665230,Drug resistance in ERBB2 KD mutants,3
R-HSA-9665348,Signaling by ERBB2 ECD mutants,3
R-HSA-9665686,Signaling by ERBB2 TMD/JMD mutants,3
R-HSA-9665737,Drug resistance in ERBB2 TMD/JMD mutants,3
R-HSA-9667769,Acetylcholine inhibits contraction of outer hair cells,3
R-HSA-9668250,Defective factor IX causes hemophilia B,3
R-HSA-9669921,KIT mutants bind TKIs,3
R-HSA-9669933,Signaling by kinase domain mutants of KIT,3
R-HSA-9669935,Signaling by juxtamembrane domain KIT mutants,3
R-HSA-9669937,Drug resistance of KIT mutants,3
R-HSA-9670095,Inhibition of DNA recombination at telomere,3
R-HSA-9670439,"Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants",3
R-HSA-9672383,Defective factor IX causes thrombophilia,3
R-HSA-9673766,Signaling by cytosolic PDGFRA and PDGFRB fusion proteins,3
R-HSA-9673767,"Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants",3
R-HSA-9673768,Signaling by membrane-tethered fusions of PDGFRA or PDGFRB,3
R-HSA-9673770,Signaling by PDGFRA extracellular domain mutants,3
R-HSA-9674415,Drug resistance of PDGFR mutants,3
R-HSA-9674428,PDGFR mutants bind TKIs,3
R-HSA-9679506,SARS-CoV Infections,3
R-HSA-9680187,Signaling by extracellular domain mutants of KIT,3
R-HSA-9686347,Microbial modulation of RIPK1-mediated regulated necrosis,3
R-HSA-9687136,Aberrant regulation of mitotic exit in cancer due to RB1 defects,3
R-HSA-9699150,Defective DNA double strand break response due to BARD1 loss of function,3
R-HSA-9700645,ALK mutants bind TKIs,3
R-HSA-9700649,Drug resistance of ALK mutants,3
R-HSA-9701190,Defective homologous recombination repair (HRR) due to BRCA2 loss of function,3
R-HSA-9701192,Defective homologous recombination repair (HRR) due to BRCA1 loss of function,3
R-HSA-9701193,Defective homologous recombination repair (HRR) due to PALB2 loss of function,3
R-HSA-9701898,STAT3 nuclear events downstream of ALK signaling,3
R-HSA-9702506,Drug resistance of FLT3 mutants,3
R-HSA-9702509,FLT3 mutants bind TKIs,3
R-HSA-9703465,Signaling by FLT3 fusion proteins,3
R-HSA-9703648,Signaling by FLT3 ITD and TKD mutants,3
R-HSA-9705462,Inactivation of CSF3 (G-CSF) signaling,3
R-HSA-9706369,Negative regulation of FLT3,3
R-HSA-9706374,FLT3 signaling through SRC family kinases,3
R-HSA-9706377,FLT3 signaling by CBL mutants,3
R-HSA-9707564,Cytoprotection by HMOX1,3
R-HSA-9723907,Loss of Function of TP53 in Cancer,3
R-HSA-9725370,Signaling by ALK fusions and activated point mutants,3
R-HSA-9730737,Alkylating DNA damage induced by chemotherapeutic drugs,3
R-HSA-9734207,Nucleotide salvage defects,3
R-HSA-9735786,Nucleotide catabolism defects,3
R-HSA-9755511,KEAP1-NFE2L2 pathway,3
R-HSA-9759785,Diseases of propionyl-CoA catabolism,3
R-HSA-977443,GABA receptor activation,3
R-HSA-977606,Regulation of Complement cascade,3
R-HSA-9824272,Somitogenesis,3
R-HSA-983168,Antigen processing: Ubiquitination & Proteasome degradation,3
R-HSA-983170,"Antigen Presentation: Folding, assembly and peptide loading of class I MHC",3
R-HSA-983695,Antigen activates B Cell Receptor (BCR) leading to generation of second messengers,3
