PathwayID,PathwayName,Layer
R-HSA-200425,Carnitine metabolism,3
R-HSA-201688,WNT mediated activation of DVL,3
R-HSA-201722,Formation of the beta-catenin:TCF transactivating complex,3
R-HSA-202424,Downstream TCR signaling,3
R-HSA-202427,Phosphorylation of CD3 and TCR zeta chains,3
R-HSA-202430,Translocation of ZAP-70 to Immunological synapse,3
R-HSA-202433,Generation of second messenger molecules,3
R-HSA-2029481,FCGR activation,3
R-HSA-2029482,Regulation of actin dynamics for phagocytic cup formation,3
R-HSA-2029485,Role of phospholipids in phagocytosis,3
R-HSA-2032785,YAP1- and WWTR1 (TAZ)-stimulated gene expression,3
R-HSA-204005,COPII-mediated vesicle transport,3
R-HSA-2046104,alpha-linolenic (omega3) and linoleic (omega6) acid metabolism,3
R-HSA-204626,Hypusine synthesis from eIF5A-lysine,3
R-HSA-204998,"Cell death signalling via NRAGE, NRIF and NADE",3
R-HSA-205017,NFG and proNGF binds to p75NTR,3
R-HSA-209822,Glycoprotein hormones,3
R-HSA-209905,Catecholamine biosynthesis,3
R-HSA-209931,Serotonin and melatonin biosynthesis,3
R-HSA-209968,Thyroxine biosynthesis,3
R-HSA-210455,Astrocytic Glutamate-Glutamine Uptake And Metabolism,3
R-HSA-210500,Glutamate Neurotransmitter Release Cycle,3
R-HSA-211163,AKT-mediated inactivation of FOXO1A,3
R-HSA-211728,Regulation of PAK-2p34 activity by PS-GAP/RHG10,3
R-HSA-211733,Regulation of activated PAK-2p34 by proteasome mediated degradation,3
R-HSA-211736,Stimulation of the cell death response by PAK-2p34,3
R-HSA-211897,Cytochrome P450 - arranged by substrate type,3
R-HSA-2122947,NOTCH1 Intracellular Domain Regulates Transcription,3
R-HSA-2122948,Activated NOTCH1 Transmits Signal to the Nucleus,3
R-HSA-212676,Dopamine Neurotransmitter Release Cycle,3
R-HSA-212718,EGFR interacts with phospholipase C-gamma,3
R-HSA-2142700,Synthesis of Lipoxins (LX),3
R-HSA-2142753,Arachidonic acid metabolism,3
R-HSA-2142789,Ubiquinol biosynthesis,3
R-HSA-2142845,Hyaluronan metabolism,3
R-HSA-217271,FMO oxidises nucleophiles,3
R-HSA-2173789,TGF-beta receptor signaling activates SMADs,3
R-HSA-2173791,TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition),3
R-HSA-2173793,Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer,3
R-HSA-2197563,NOTCH2 intracellular domain regulates transcription,3
R-HSA-2206281,Mucopolysaccharidoses,3
R-HSA-2214320,Anchoring fibril formation,3
R-HSA-2219530,Constitutive Signaling by Aberrant PI3K in Cancer,3
R-HSA-2243919,Crosslinking of collagen fibrils,3
R-HSA-2408499,Formation of selenosugars for excretion,3
R-HSA-2408508,"Metabolism of ingested SeMet, Sec, MeSec into H2Se",3
R-HSA-2408550,Metabolism of ingested H2SeO4 and H2SeO3 into H2Se,3
R-HSA-2408552,Methylation of MeSeH for excretion,3
R-HSA-2408557,Selenocysteine synthesis,3
R-HSA-2424491,DAP12 signaling,3
R-HSA-2428924,IGF1R signaling cascade,3
R-HSA-2453864,Retinoid cycle disease events,3
R-HSA-2466712,"Biosynthesis of A2E, implicated in retinal degradation",3
R-HSA-2468052,Establishment of Sister Chromatid Cohesion,3
R-HSA-2473224,Antagonism of Activin by Follistatin,3
R-HSA-2485179,Activation of the phototransduction cascade,3
R-HSA-2514859,"Inactivation, recovery and regulation of the phototransduction cascade",3
R-HSA-2555396,Mitotic Metaphase and Anaphase,3
R-HSA-2559580,Oxidative Stress Induced Senescence,3
R-HSA-2559582,Senescence-Associated Secretory Phenotype (SASP),3
R-HSA-2559585,Oncogene Induced Senescence,3
R-HSA-2559586,DNA Damage/Telomere Stress Induced Senescence,3
R-HSA-2644602,Signaling by NOTCH1 PEST Domain Mutants in Cancer,3
R-HSA-2644605,FBXW7 Mutants and NOTCH1 in Cancer,3
R-HSA-264642,Acetylcholine Neurotransmitter Release Cycle,3
R-HSA-2660825,Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant,3
R-HSA-2682334,EPH-Ephrin signaling,3
R-HSA-2691230,Signaling by NOTCH1 HD Domain Mutants in Cancer,3
R-HSA-2730905,Role of LAT2/NTAL/LAB on calcium mobilization,3
R-HSA-2871796,FCERI mediated MAPK activation,3
R-HSA-2871809,FCERI mediated Ca+2 mobilization,3
R-HSA-2871837,FCERI mediated NF-kB activation,3
R-HSA-2894858,Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer,3
R-HSA-2979096,NOTCH2 Activation and Transmission of Signal to the Nucleus,3
R-HSA-3108232,SUMO E3 ligases SUMOylate target proteins,3
R-HSA-3134963,DEx/H-box helicases activate type I IFN and inflammatory cytokines production ,3
R-HSA-3134973,LRR FLII-interacting protein 1 (LRRFIP1) activates type I IFN production,3
R-HSA-3134975,Regulation of innate immune responses to cytosolic DNA,3
R-HSA-3215018,Processing and activation of SUMO,3
R-HSA-3229121,Glycogen storage diseases,3
R-HSA-3295583,TRP channels,3
R-HSA-3296469,Defects in cobalamin (B12) metabolism,3
R-HSA-3299685,Detoxification of Reactive Oxygen Species,3
R-HSA-3304347,Loss of Function of SMAD4 in Cancer,3
R-HSA-3304349,Loss of Function of SMAD2/3 in Cancer,3
R-HSA-3322077,Glycogen synthesis,3
R-HSA-3323169,Defects in biotin (Btn) metabolism,3
R-HSA-3371453,Regulation of HSF1-mediated heat shock response,3
R-HSA-3371511,HSF1 activation,3
R-HSA-3371571,HSF1-dependent transactivation,3
R-HSA-350054,Notch-HLH transcription pathway,3
R-HSA-350562,Regulation of ornithine decarboxylase (ODC),3
R-HSA-351143,Agmatine biosynthesis,3
R-HSA-351200,Interconversion of polyamines,3
R-HSA-352230,Amino acid transport across the plasma membrane,3
R-HSA-3560782,Diseases associated with glycosaminoglycan metabolism,3
R-HSA-3560792,Defective SLC26A2 causes chondrodysplasias,3
R-HSA-3642278,Loss of Function of TGFBR2 in Cancer,3
R-HSA-3656534,Loss of Function of TGFBR1 in Cancer,3
R-HSA-3700989,Transcriptional Regulation by TP53,3
R-HSA-373076,Class A/1 (Rhodopsin-like receptors),3
R-HSA-373080,Class B/2 (Secretin family receptors),3
R-HSA-373752,Netrin-1 signaling,3
R-HSA-373755,Semaphorin interactions,3
R-HSA-373756,SDK interactions,3
R-HSA-373760,L1CAM interactions,3
R-HSA-375165,NCAM signaling for neurite out-growth,3
R-HSA-376176,Signaling by ROBO receptors,3
R-HSA-3769402,Deactivation of the beta-catenin transactivating complex,3
R-HSA-3772470,Negative regulation of TCF-dependent signaling by WNT ligand antagonists,3
R-HSA-3781860,Diseases associated with N-glycosylation of proteins,3
R-HSA-379401,Dopamine clearance from the synaptic cleft,3
R-HSA-379716,Cytosolic tRNA aminoacylation,3
R-HSA-379726,Mitochondrial tRNA aminoacylation,3
R-HSA-380615,Serotonin clearance from the synaptic cleft,3
R-HSA-381033,ATF6 (ATF6-alpha) activates chaperones,3
R-HSA-381042,PERK regulates gene expression,3
R-HSA-381070,IRE1alpha activates chaperones,3
R-HSA-381676,Glucagon-like Peptide-1 (GLP1) regulates insulin secretion,3
R-HSA-381771,"Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1)",3
R-HSA-383280,Nuclear Receptor transcription pathway,3
R-HSA-389356,CD28 co-stimulation,3
R-HSA-389513,CTLA4 inhibitory signaling,3
R-HSA-389542,NADPH regeneration,3
R-HSA-389948,PD-1 signaling,3
R-HSA-389958,Cooperation of Prefoldin and TriC/CCT  in actin and tubulin folding,3
R-HSA-390471,Association of TriC/CCT with target proteins during biosynthesis,3
R-HSA-3906995,Diseases associated with O-glycosylation of proteins,3
R-HSA-390918,Peroxisomal lipid metabolism,3
R-HSA-392023,Adrenaline signalling through Alpha-2 adrenergic receptor,3
R-HSA-392170,ADP signalling through P2Y purinoceptor 12,3
R-HSA-397795,G-protein beta:gamma signalling,3
R-HSA-399721,"Glutamate binding, activation of AMPA receptors and synaptic plasticity",3
R-HSA-399997,Acetylcholine regulates insulin secretion,3
R-HSA-400042,"Adrenaline,noradrenaline inhibits insulin secretion",3
R-HSA-400451,Free fatty acids regulate insulin secretion,3
R-HSA-400511,"Synthesis, secretion, and inactivation of Glucose-dependent Insulinotropic Polypeptide (GIP)",3
R-HSA-4086398,Ca2+ pathway,3
R-HSA-4086400,PCP/CE pathway,3
R-HSA-416476,G alpha (q) signalling events,3
R-HSA-416482,G alpha (12/13) signalling events,3
R-HSA-418359,Reduction of cytosolic Ca++ levels,3
R-HSA-418457,cGMP effects,3
R-HSA-418555,G alpha (s) signalling events,3
R-HSA-418592,ADP signalling through P2Y purinoceptor 1,3
R-HSA-418594,G alpha (i) signalling events,3
R-HSA-418597,G alpha (z) signalling events,3
R-HSA-418889,Caspase activation via Dependence Receptors in the absence of ligand,3
R-HSA-418990,Adherens junctions interactions,3
R-HSA-420029,Tight junction interactions,3
R-HSA-420499,Class C/3 (Metabotropic glutamate/pheromone receptors),3
R-HSA-425381,Bicarbonate transporters,3
R-HSA-425410,Metal ion SLC transporters,3
R-HSA-425561,Sodium/Calcium exchangers,3
R-HSA-425986,Sodium/Proton exchangers,3
R-HSA-426048,Arachidonate production from DAG,3
R-HSA-426117,Cation-coupled Chloride cotransporters,3
R-HSA-427359,SIRT1 negatively regulates rRNA expression,3
R-HSA-427389,ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression,3
R-HSA-427413,NoRC negatively regulates rRNA expression,3
R-HSA-427601,Multifunctional anion exchangers,3
R-HSA-427652,Sodium-coupled phosphate cotransporters,3
R-HSA-427975,Proton/oligopeptide cotransporters,3
R-HSA-428559,Proton-coupled neutral amino acid transporters,3
R-HSA-428643,Organic anion transporters,3
R-HSA-428930,Thromboxane signalling through TP receptor,3
R-HSA-429593,Inositol transporters,3
R-HSA-432720,Lysosome Vesicle Biogenesis,3
R-HSA-432722,Golgi Associated Vesicle Biogenesis,3
R-HSA-433137,"Sodium-coupled sulphate, di- and tri-carboxylate transporters",3
R-HSA-433692,Proton-coupled monocarboxylate transport,3
R-HSA-4420097,VEGFA-VEGFR2 Pathway,3
R-HSA-442660,Na+/Cl- dependent neurotransmitter transporters,3
R-HSA-442755,Activation of NMDA receptors and postsynaptic events,3
R-HSA-444411,Rhesus glycoproteins mediate ammonium transport.,3
R-HSA-446193,"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein",3
R-HSA-446343,Localization of the PINCH-ILK-PARVIN complex to focal adhesions,3
R-HSA-446388,Regulation of cytoskeletal remodeling and cell spreading by IPP complex components,3
R-HSA-446652,Interleukin-1 family signaling,3
R-HSA-447115,Interleukin-12 family signaling,3
R-HSA-448424,Interleukin-17 signaling,3
R-HSA-449836,Other interleukin signaling,3
R-HSA-451326,Activation of kainate receptors upon glutamate binding,3
R-HSA-451927,Interleukin-2 family signaling,3
R-HSA-4641257,Degradation of AXIN,3
R-HSA-4641258,Degradation of DVL,3
R-HSA-4641262,Disassembly of the destruction complex and recruitment of AXIN to the membrane,3
R-HSA-4641263,Regulation of FZD by ubiquitination,3
R-HSA-4641265,Repression of WNT target genes,3
R-HSA-4839735,Signaling by AXIN mutants,3
R-HSA-4839743,Signaling by CTNNB1 phospho-site mutants,3
R-HSA-4839744,Signaling by APC mutants,3
R-HSA-4839748,Signaling by AMER1 mutants,3
R-HSA-500753,Pyrimidine biosynthesis,3
R-HSA-512988,"Interleukin-3, Interleukin-5 and GM-CSF signaling",3
R-HSA-5173214,O-glycosylation of TSR domain-containing proteins,3
R-HSA-5205647,Mitophagy,3
R-HSA-5250924,B-WICH complex positively regulates rRNA expression,3
R-HSA-5263617,Metabolism of ingested MeSeO2H into MeSeH,3
R-HSA-532668,N-glycan trimming in the ER and Calnexin/Calreticulin cycle,3
R-HSA-5339562,Uptake and actions of bacterial toxins,3
R-HSA-5339700,Signaling by TCF7L2 mutants,3
R-HSA-5339716,Signaling by GSK3beta mutants,3
R-HSA-5339717,Signaling by LRP5 mutants ,3
R-HSA-5340573,LGK974 inhibits PORCN,3
R-HSA-5340588,Signaling by RNF43 mutants,3
R-HSA-5357786,TNFR1-induced proapoptotic signaling,3
R-HSA-5357905,Regulation of TNFR1 signaling,3
R-HSA-5357956,TNFR1-induced NF-kappa-B signaling pathway,3
R-HSA-5358493,Synthesis of diphthamide-EEF2,3
R-HSA-5362768,Hh mutants are degraded by ERAD,3
R-HSA-5362798,Release of Hh-Np from the secreting cell,3
R-HSA-5365859,RA biosynthesis pathway,3
R-HSA-5368286,Mitochondrial translation initiation,3
R-HSA-5368598,Negative regulation of TCF-dependent signaling by DVL-interacting proteins,3
R-HSA-5389840,Mitochondrial translation elongation,3
R-HSA-5419276,Mitochondrial translation termination,3
R-HSA-549132,Organic cation/anion/zwitterion transport,3
R-HSA-5545483,Defective Mismatch Repair Associated With MLH1,3
R-HSA-5545619,XAV939 stabilizes AXIN,3
R-HSA-5578995,Defective TPMT causes TPMT deficiency,3
R-HSA-5578996,Defective CYP27A1 causes CTX,3
R-HSA-5578997,Defective AHCY causes HMAHCHD,3
R-HSA-5578998,Defective OPLAH causes OPLAHD,3
R-HSA-5578999,Defective GCLC causes HAGGSD,3
R-HSA-5579000,Defective CYP1B1 causes Glaucoma,3
R-HSA-5579002,Defective UGT1A1 causes hyperbilirubinemia,3
R-HSA-5579004,Defective CYP26C1 causes FFDD4,3
R-HSA-5579005,Defective CYP4F22 causes ARCI5,3
R-HSA-5579006,Defective GSS causes GSS deficiency,3
R-HSA-5579007,Defective ACY1 causes encephalopathy,3
R-HSA-5579009,Defective CYP11B2 causes CMO-1 deficiency,3
R-HSA-5579010,Defective CYP24A1 causes HCAI,3
R-HSA-5579011,Defective CYP2U1 causes SPG56,3
R-HSA-5579012,Defective MAOA causes BRUNS,3
R-HSA-5579013,Defective CYP7B1 causes SPG5A and CBAS3,3
R-HSA-5579014,Defective CYP27B1 causes VDDR1A,3
R-HSA-5579015,Defective CYP26B1 causes RHFCA,3
R-HSA-5579016,Defective UGT1A4 causes hyperbilirubinemia,3
R-HSA-5579017,Defective CYP11B1 causes AH4,3
R-HSA-5579019,Defective FMO3 causes TMAU,3
R-HSA-5579020,Defective SLC35D1 causes SCHBCKD,3
R-HSA-5579021,Defective CYP21A2 causes AH3,3
R-HSA-5579022,Defective GGT1 causes GLUTH,3
R-HSA-5579024,Defective MAT1A causes MATD,3
R-HSA-5579026,Defective CYP11A1 causes AICSR,3
R-HSA-5579027,Defective CYP27B1 causes VDDR1B,3
R-HSA-5579028,Defective CYP17A1 causes AH5,3
R-HSA-5579030,Defective CYP19A1 causes AEXS,3
R-HSA-5579032,Defective TBXAS1 causes GHDD,3
R-HSA-5602410,TLR3 deficiency - HSE,3
R-HSA-5602415,UNC93B1 deficiency - HSE,3
R-HSA-5602498,MyD88 deficiency (TLR2/4),3
R-HSA-5602566,TICAM1 deficiency - HSE,3
R-HSA-5602571,TRAF3 deficiency - HSE,3
R-HSA-5602636,IKBKB deficiency causes SCID,3
R-HSA-5602680,MyD88 deficiency (TLR5),3
R-HSA-5603027,IKBKG deficiency causes anhidrotic ectodermal dysplasia with immunodeficiency (EDA-ID) (via TLR),3
R-HSA-5603029,IkBA variant leads to EDA-ID,3
R-HSA-5603037,IRAK4 deficiency (TLR5),3
R-HSA-5603041,IRAK4 deficiency (TLR2/4),3
R-HSA-5607764,CLEC7A (Dectin-1) signaling,3
R-HSA-5609975,Diseases associated with glycosylation precursor biosynthesis,3
R-HSA-5610780,Degradation of GLI1 by the proteasome,3
R-HSA-5610783,Degradation of GLI2 by the proteasome,3
R-HSA-5610785,GLI3 is processed to GLI3R by the proteasome,3
R-HSA-5619035,Defective SLC17A5 causes Salla disease (SD) and ISSD,3
R-HSA-5619036,Defective SLC24A5 causes oculocutaneous albinism 6 (OCA6),3
R-HSA-5619037,Defective SLC35A1 causes congenital disorder of glycosylation 2F (CDG2F),3
R-HSA-5619039,"Defective SLC12A6 causes agenesis of the corpus callosum, with peripheral neuropathy (ACCPN)",3
R-HSA-5619040,Defective SLC34A1 causes hypophosphatemic nephrolithiasis/osteoporosis 1 (NPHLOP1),3
R-HSA-5619041,Defective SLC36A2 causes iminoglycinuria (IG) and hyperglycinuria (HG),3
R-HSA-5619042,Defective RHAG causes regulator type Rh-null hemolytic anemia (RHN),3
R-HSA-5619043,Defective SLC2A1 causes GLUT1 deficiency syndrome 1 (GLUT1DS1),3
R-HSA-5619044,Defective SLC6A19 causes Hartnup disorder (HND),3
R-HSA-5619045,Defective SLC34A2 causes pulmonary alveolar microlithiasis (PALM),3
R-HSA-5619046,Defective SLC26A4 causes Pendred syndrome (PDS),3
R-HSA-5619047,Defective SLC2A9 causes hypouricemia renal 2 (RHUC2),3
R-HSA-5619048,"Defective SLC11A2 causes hypochromic microcytic anemia, with iron overload 1 (AHMIO1)",3
R-HSA-5619049,Defective SLC40A1 causes hemochromatosis 4 (HFE4) (macrophages),3
R-HSA-5619050,"Defective SLC4A1 causes hereditary spherocytosis type 4 (HSP4),  distal renal tubular acidosis (dRTA) and dRTA with hemolytic anemia (dRTA-HA)",3
R-HSA-5619052,Defective SLC9A9 causes autism 16 (AUTS16),3
R-HSA-5619053,Defective SLC22A5 causes systemic primary carnitine deficiency (CDSP),3
R-HSA-5619054,"Defective SLC4A4 causes renal tubular acidosis, proximal, with ocular abnormalities and mental retardation (pRTA-OA)",3
R-HSA-5619055,Defective SLC24A4 causes hypomineralized amelogenesis imperfecta (AI),3
R-HSA-5619056,Defective HK1 causes hexokinase deficiency (HK deficiency),3
R-HSA-5619058,"Defective SLCO1B3 causes hyperbilirubinemia, Rotor type (HBLRR)",3
R-HSA-5619060,Defective CP causes aceruloplasminemia (ACERULOP),3
R-HSA-5619061,Defective SLC33A1 causes spastic paraplegia 42 (SPG42),3
R-HSA-5619062,Defective SLC1A3 causes episodic ataxia 6 (EA6),3
R-HSA-5619063,Defective SLC29A3 causes histiocytosis-lymphadenopathy plus syndrome (HLAS),3
R-HSA-5619066,Defective SLC22A18 causes lung cancer (LNCR) and embryonal rhabdomyosarcoma 1 (RMSE1),3
R-HSA-5619067,Defective SLC1A1 is implicated in schizophrenia 18 (SCZD18) and dicarboxylic aminoaciduria (DCBXA),3
R-HSA-5619068,Defective SLC2A10 causes arterial tortuosity syndrome (ATS),3
R-HSA-5619070,Defective SLC16A1 causes symptomatic deficiency in lactate transport (SDLT),3
R-HSA-5619071,Defective SLC22A12 causes renal hypouricemia 1 (RHUC1),3
R-HSA-5619072,Defective SLC35A2 causes congenital disorder of glycosylation 2M (CDG2M),3
R-HSA-5619073,Defective GCK causes maturity-onset diabetes of the young 2 (MODY2),3
R-HSA-5619076,Defective SLC17A8 causes autosomal dominant deafness 25 (DFNA25),3
R-HSA-5619077,Defective SLC24A1 causes congenital stationary night blindness 1D (CSNB1D),3
R-HSA-5619078,Defective SLC35C1 causes congenital disorder of glycosylation 2C (CDG2C),3
R-HSA-5619079,Defective SLC6A18 may confer susceptibility to iminoglycinuria and/or hyperglycinuria,3
R-HSA-5619081,Defective SLC6A3 causes Parkinsonism-dystonia infantile (PKDYS),3
R-HSA-5619083,"Defective SLC35A3 causes arthrogryposis, mental retardation, and seizures (AMRS)",3
R-HSA-5619085,Defective SLC26A3 causes congenital secretory chloride diarrhea 1 (DIAR1),3
R-HSA-5619087,Defective SLC12A3 causes Gitelman syndrome (GS),3
